Transporter,Transporter_Superfamily
2.A.30.1.19,APC Superfamily
2.A.30.1.2,APC Superfamily
2.A.30.1.20,APC Superfamily
2.A.30.1.21,APC Superfamily
2.A.30.1.3,APC Superfamily
2.A.30.1.4,APC Superfamily
2.A.30.1.5,APC Superfamily
2.A.30.1.6,APC Superfamily
2.A.30.1.7,APC Superfamily
2.A.30.1.8,APC Superfamily
2.A.30.1.9,APC Superfamily
2.A.31.1.1,APC Superfamily
2.A.31.1.2,APC Superfamily
2.A.31.1.3,APC Superfamily
2.A.31.1.4,APC Superfamily
2.A.31.1.5,APC Superfamily
2.A.31.2.1,APC Superfamily
2.A.31.2.10,APC Superfamily
2.A.31.2.11,APC Superfamily
2.A.31.2.12,APC Superfamily
2.A.31.2.13,APC Superfamily
2.A.31.2.14,APC Superfamily
2.A.31.2.15,APC Superfamily
2.A.31.2.16,APC Superfamily
2.A.31.2.17,APC Superfamily
2.A.31.2.18,APC Superfamily
2.A.31.2.19,APC Superfamily
2.A.31.2.2,APC Superfamily
2.A.31.2.20,APC Superfamily
2.A.31.2.3,APC Superfamily
2.A.31.2.4,APC Superfamily
2.A.31.2.5,APC Superfamily
2.A.31.2.6,APC Superfamily
2.A.31.2.7,APC Superfamily
2.A.31.2.8,APC Superfamily
2.A.31.2.9,APC Superfamily
2.A.31.3.1,APC Superfamily
2.A.31.3.2,APC Superfamily
2.A.31.3.3,APC Superfamily
2.A.31.3.4,APC Superfamily
2.A.31.3.5,APC Superfamily
2.A.31.3.6,APC Superfamily
2.A.31.3.7,APC Superfamily
2.A.34.1.1,IT Superfamily
2.A.34.1.2,IT Superfamily
2.A.34.1.3,IT Superfamily
2.A.35.1.1,IT Superfamily
2.A.35.1.2,IT Superfamily
2.A.35.1.3,IT Superfamily
2.A.35.1.4,IT Superfamily
2.A.35.1.5,IT Superfamily
2.A.35.1.6,IT Superfamily
2.A.35.1.7,IT Superfamily
2.A.35.1.8,IT Superfamily
2.A.35.1.9,IT Superfamily
2.A.35.2.1,IT Superfamily
2.A.35.2.2,IT Superfamily
2.A.35.2.3,IT Superfamily
2.A.35.2.5,IT Superfamily
2.A.36.1.1,CPA Superfamily
2.A.36.1.10,CPA Superfamily
2.A.36.1.11,CPA Superfamily
2.A.36.1.12,CPA Superfamily
2.A.36.1.13,CPA Superfamily
2.A.36.1.14,CPA Superfamily
2.A.36.1.15,CPA Superfamily
2.A.36.1.16,CPA Superfamily
2.A.36.1.17,CPA Superfamily
2.A.36.1.18,CPA Superfamily
2.A.36.1.19,CPA Superfamily
2.A.36.1.2,CPA Superfamily
2.A.36.1.20,CPA Superfamily
2.A.36.1.22,CPA Superfamily
2.A.36.1.23,CPA Superfamily
2.A.36.1.24,CPA Superfamily
2.A.36.1.3,CPA Superfamily
2.A.36.1.4,CPA Superfamily
2.A.36.1.5,CPA Superfamily
2.A.36.1.6,CPA Superfamily
2.A.36.1.7,CPA Superfamily
2.A.36.1.8,CPA Superfamily
2.A.36.1.9,CPA Superfamily
2.A.36.2.1,CPA Superfamily
2.A.36.2.2,CPA Superfamily
2.A.36.2.3,CPA Superfamily
2.A.36.3.1,CPA Superfamily
2.A.36.3.2,CPA Superfamily
2.A.36.3.3,CPA Superfamily
2.A.36.4.1,CPA Superfamily
2.A.36.4.2,CPA Superfamily
2.A.36.4.3,CPA Superfamily
2.A.36.4.4,CPA Superfamily
2.A.36.4.5,CPA Superfamily
2.A.36.5.1,CPA Superfamily
2.A.36.5.2,CPA Superfamily
2.A.36.5.3,CPA Superfamily
2.A.36.5.4,CPA Superfamily
2.A.36.5.5,CPA Superfamily
2.A.36.5.6,CPA Superfamily
2.A.36.5.7,CPA Superfamily
2.A.36.5.8,CPA Superfamily
2.A.36.5.9,CPA Superfamily
2.A.36.6.1,CPA Superfamily
2.A.36.6.10,CPA Superfamily
2.A.36.6.11,CPA Superfamily
2.A.36.6.2,CPA Superfamily
2.A.36.6.3,CPA Superfamily
2.A.36.6.4,CPA Superfamily
2.A.36.6.5,CPA Superfamily
2.A.36.6.6,CPA Superfamily
2.A.36.6.7,CPA Superfamily
2.A.36.6.8,CPA Superfamily
2.A.36.6.9,CPA Superfamily
2.A.36.7.1,CPA Superfamily
2.A.36.7.10,CPA Superfamily
2.A.36.7.2,CPA Superfamily
2.A.36.7.3,CPA Superfamily
2.A.36.7.4,CPA Superfamily
2.A.36.7.5,CPA Superfamily
2.A.36.7.6,CPA Superfamily
2.A.36.7.7,CPA Superfamily
2.A.36.7.8,CPA Superfamily
2.A.36.7.9,CPA Superfamily
2.A.37.1.1,CPA Superfamily
2.A.37.1.10,CPA Superfamily
2.A.37.1.11,CPA Superfamily
2.A.37.1.12,CPA Superfamily
2.A.37.1.2,CPA Superfamily
2.A.37.1.3,CPA Superfamily
2.A.37.1.4,CPA Superfamily
2.A.37.1.5,CPA Superfamily
2.A.37.1.6,CPA Superfamily
2.A.37.1.7,CPA Superfamily
2.A.37.1.8,CPA Superfamily
2.A.37.1.9,CPA Superfamily
2.A.37.2.1,CPA Superfamily
2.A.37.2.2,CPA Superfamily
2.A.37.2.3,CPA Superfamily
2.A.37.2.4,CPA Superfamily
2.A.37.2.5,CPA Superfamily
2.A.37.2.6,CPA Superfamily
2.A.37.2.7,CPA Superfamily
2.A.37.3.1,CPA Superfamily
2.A.37.3.2,CPA Superfamily
2.A.37.3.3,CPA Superfamily
2.A.37.4.1,CPA Superfamily
2.A.37.4.2,CPA Superfamily
2.A.37.4.3,CPA Superfamily
2.A.37.4.4,CPA Superfamily
2.A.37.4.5,CPA Superfamily
2.A.37.4.6,CPA Superfamily
2.A.37.4.7,CPA Superfamily
2.A.37.4.8,CPA Superfamily
2.A.37.5.1,CPA Superfamily
2.A.37.5.2,CPA Superfamily
2.A.38.1.1,VIC Superfamily
2.A.38.1.2,VIC Superfamily
2.A.38.1.3,VIC Superfamily
2.A.38.1.4,VIC Superfamily
2.A.38.1.5,VIC Superfamily
2.A.38.1.6,VIC Superfamily
2.A.38.2.1,VIC Superfamily
2.A.38.2.2,VIC Superfamily
2.A.38.2.3,VIC Superfamily
2.A.38.2.4,VIC Superfamily
2.A.38.2.5,VIC Superfamily
2.A.38.3.1,VIC Superfamily
2.A.38.3.2,VIC Superfamily
2.A.38.3.3,VIC Superfamily
2.A.38.3.4,VIC Superfamily
2.A.38.3.5,VIC Superfamily
2.A.38.3.6,VIC Superfamily
2.A.38.4.1,VIC Superfamily
2.A.38.4.2,VIC Superfamily
2.A.38.4.3,VIC Superfamily
2.A.38.4.4,VIC Superfamily
2.A.38.4.5,VIC Superfamily
2.A.38.4.6,VIC Superfamily
2.A.38.5.1,VIC Superfamily
2.A.39.1.1,APC Superfamily
2.A.39.1.2,APC Superfamily
2.A.39.1.3,APC Superfamily
2.A.39.1.4,APC Superfamily
2.A.39.1.5,APC Superfamily
2.A.39.1.6,APC Superfamily
2.A.39.1.7,APC Superfamily
2.A.39.2.1,APC Superfamily
2.A.39.2.2,APC Superfamily
2.A.39.2.3,APC Superfamily
2.A.39.2.4,APC Superfamily
2.A.39.3.1,APC Superfamily
2.A.39.3.10,APC Superfamily
2.A.39.3.11,APC Superfamily
2.A.39.3.12,APC Superfamily
2.A.39.3.13,APC Superfamily
2.A.39.3.14,APC Superfamily
2.A.39.3.15,APC Superfamily
2.A.39.3.2,APC Superfamily
2.A.39.3.3,APC Superfamily
2.A.39.3.4,APC Superfamily
2.A.39.3.5,APC Superfamily
2.A.39.3.6,APC Superfamily
2.A.39.3.7,APC Superfamily
2.A.39.3.8,APC Superfamily
2.A.39.3.9,APC Superfamily
2.A.39.4.1,APC Superfamily
2.A.39.4.2,APC Superfamily
2.A.39.5.1,APC Superfamily
2.A.4.1.1,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.1.2,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.1.3,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.1.4,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.1.5,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.1.6,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.1.7,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.2.1,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.2.2,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.2.3,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.2.4,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.2.5,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.2.6,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.2.7,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.2.8,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.2.9,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.3.1,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.3.10,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.3.11,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.3.12,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.3.13,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.3.2,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.3.3,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.3.4,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.3.5,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.3.6,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.3.7,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.3.8,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.3.9,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.4.1,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.4.3,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.4.4,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.4.5,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.4.6,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.4.7,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.4.8,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.4.9,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.5.1,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.5.2,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.5.3,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.5.4,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.5.5,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.5.6,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.5.7,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.6.1,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.6.2,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.7.1,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.7.10,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.7.11,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.7.2,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.7.3,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.7.4,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.7.5,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.7.6,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.7.7,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.7.8,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.7.9,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.8.1,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.8.2,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.4.8.3,Cation Diffusion Facilitator  (CDF) Superfamily
2.A.40.1.1,APC Superfamily
2.A.40.1.2,APC Superfamily
2.A.40.1.3,APC Superfamily
2.A.40.1.4,APC Superfamily
2.A.40.2.1,APC Superfamily
2.A.40.2.2,APC Superfamily
2.A.40.2.3,APC Superfamily
2.A.40.3.1,APC Superfamily
2.A.40.3.2,APC Superfamily
2.A.40.3.3,APC Superfamily
2.A.40.3.4,APC Superfamily
2.A.40.4.1,APC Superfamily
2.A.40.4.2,APC Superfamily
2.A.40.4.3,APC Superfamily
2.A.40.4.4,APC Superfamily
2.A.40.4.6,APC Superfamily
2.A.40.5.1,APC Superfamily
2.A.40.5.2,APC Superfamily
2.A.40.5.3,APC Superfamily
2.A.40.6.1,APC Superfamily
2.A.40.6.2,APC Superfamily
2.A.40.6.3,APC Superfamily
2.A.40.6.4,APC Superfamily
2.A.40.6.5,APC Superfamily
2.A.40.6.6,APC Superfamily
2.A.40.6.7,APC Superfamily
2.A.40.7.1,APC Superfamily
2.A.40.7.2,APC Superfamily
2.A.40.7.3,APC Superfamily
2.A.40.7.4,APC Superfamily
2.A.40.7.5,APC Superfamily
2.A.40.7.6,APC Superfamily
2.A.40.7.7,APC Superfamily
2.A.40.7.8,APC Superfamily
2.A.40.8.1,APC Superfamily
2.A.40.8.2,APC Superfamily
2.A.40.8.3,APC Superfamily
2.A.40.8.4,APC Superfamily
2.A.40.8.5,APC Superfamily
2.A.40.8.6,APC Superfamily
2.A.40.8.7,APC Superfamily
2.A.40.8.8,APC Superfamily
2.A.42.1.1,APC Superfamily
2.A.42.1.2,APC Superfamily
2.A.42.1.3,APC Superfamily
2.A.42.1.4,APC Superfamily
2.A.42.1.5,APC Superfamily
2.A.42.1.6,APC Superfamily
2.A.42.1.7,APC Superfamily
2.A.42.1.8,APC Superfamily
2.A.42.2.1,APC Superfamily
2.A.42.2.2,APC Superfamily
2.A.42.2.3,APC Superfamily
2.A.42.2.4,APC Superfamily
2.A.42.2.5,APC Superfamily
2.A.43.1.1,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.1.2,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.1.3,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.1.4,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.1.6,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.2.1,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.2.10,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.2.11,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.2.12,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.2.13,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.2.14,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.2.15,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.2.16,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.2.2,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.2.3,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.2.4,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.2.5,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.2.6,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.2.7,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.2.8,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.2.9,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.3.1,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.3.2,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.4.1,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.4.2,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.43.4.3,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.45.1.1,IT Superfamily
2.A.45.1.2,IT Superfamily
2.A.45.2.1,IT Superfamily
2.A.45.2.2,IT Superfamily
2.A.45.2.3,IT Superfamily
2.A.45.2.4,IT Superfamily
2.A.45.2.5,IT Superfamily
2.A.45.2.6,IT Superfamily
2.A.45.3.1,IT Superfamily
2.A.45.3.2,IT Superfamily
2.A.46.1.1,APC Superfamily
2.A.46.1.10,APC Superfamily
2.A.46.1.2,APC Superfamily
2.A.46.1.3,APC Superfamily
2.A.46.1.4,APC Superfamily
2.A.46.1.5,APC Superfamily
2.A.46.1.6,APC Superfamily
2.A.46.1.7,APC Superfamily
2.A.46.1.8,APC Superfamily
2.A.46.1.9,APC Superfamily
2.A.47.1.1,IT Superfamily
2.A.47.1.10,IT Superfamily
2.A.47.1.11,IT Superfamily
2.A.47.1.12,IT Superfamily
2.A.47.1.13,IT Superfamily
2.A.47.1.14,IT Superfamily
2.A.47.1.15,IT Superfamily
2.A.47.1.16,IT Superfamily
2.A.47.1.17,IT Superfamily
2.A.47.1.18,IT Superfamily
2.A.47.1.19,IT Superfamily
2.A.47.1.2,IT Superfamily
2.A.47.1.3,IT Superfamily
2.A.47.1.4,IT Superfamily
2.A.47.1.5,IT Superfamily
2.A.47.1.6,IT Superfamily
2.A.47.1.7,IT Superfamily
2.A.47.1.8,IT Superfamily
2.A.47.1.9,IT Superfamily
2.A.47.2.1,IT Superfamily
2.A.47.2.2,IT Superfamily
2.A.47.2.3,IT Superfamily
2.A.47.2.4,IT Superfamily
2.A.47.3.1,IT Superfamily
2.A.47.3.2,IT Superfamily
2.A.47.3.3,IT Superfamily
2.A.47.3.4,IT Superfamily
2.A.47.3.5,IT Superfamily
2.A.47.4.1,IT Superfamily
2.A.47.4.2,IT Superfamily
2.A.47.4.3,IT Superfamily
2.A.47.4.4,IT Superfamily
2.A.47.4.5,IT Superfamily
2.A.47.4.6,IT Superfamily
2.A.47.4.7,IT Superfamily
2.A.47.4.8,IT Superfamily
2.A.47.5.1,IT Superfamily
2.A.47.5.2,IT Superfamily
2.A.47.5.3,IT Superfamily
2.A.47.6.1,IT Superfamily
2.A.47.6.2,IT Superfamily
2.A.47.6.3,IT Superfamily
2.A.48.1.1,Major Facilitator (MFS) Superfamily
2.A.48.1.2,Major Facilitator (MFS) Superfamily
2.A.48.1.3,Major Facilitator (MFS) Superfamily
2.A.48.1.4,Major Facilitator (MFS) Superfamily
2.A.48.1.5,Major Facilitator (MFS) Superfamily
2.A.48.1.6,Major Facilitator (MFS) Superfamily
2.A.48.1.7,Major Facilitator (MFS) Superfamily
2.A.52.1.1,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.52.1.2,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.52.1.3,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.52.1.4,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.52.1.5,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.52.1.6,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.52.1.7,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.52.1.8,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.52.1.9,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.52.2.1,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.52.2.2,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.52.2.3,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.52.2.4,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.52.2.5,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.52.2.6,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily
2.A.53.1.1,APC Superfamily
2.A.53.1.10,APC Superfamily
2.A.53.1.11,APC Superfamily
2.A.53.1.12,APC Superfamily
2.A.53.1.13,APC Superfamily
2.A.53.1.14,APC Superfamily
2.A.53.1.2,APC Superfamily
2.A.53.1.3,APC Superfamily
2.A.53.1.4,APC Superfamily
2.A.53.1.5,APC Superfamily
2.A.53.1.6,APC Superfamily
2.A.53.1.7,APC Superfamily
2.A.53.1.8,APC Superfamily
2.A.53.1.9,APC Superfamily
2.A.53.2.1,APC Superfamily
2.A.53.2.10,APC Superfamily
2.A.53.2.11,APC Superfamily
2.A.53.2.12,APC Superfamily
2.A.53.2.13,APC Superfamily
2.A.53.2.14,APC Superfamily
2.A.53.2.15,APC Superfamily
2.A.53.2.16,APC Superfamily
2.A.53.2.17,APC Superfamily
2.A.53.2.18,APC Superfamily
2.A.53.2.19,APC Superfamily
2.A.53.2.2,APC Superfamily
2.A.53.2.20,APC Superfamily
2.A.53.2.3,APC Superfamily
2.A.53.2.4,APC Superfamily
2.A.53.2.5,APC Superfamily
2.A.53.2.6,APC Superfamily
2.A.53.2.7,APC Superfamily
2.A.53.2.8,APC Superfamily
2.A.53.2.9,APC Superfamily
2.A.53.3.1,APC Superfamily
2.A.53.3.10,APC Superfamily
2.A.53.3.11,APC Superfamily
2.A.53.3.12,APC Superfamily
2.A.53.3.13,APC Superfamily
2.A.53.3.14,APC Superfamily
2.A.53.3.15,APC Superfamily
2.A.53.3.2,APC Superfamily
2.A.53.3.3,APC Superfamily
2.A.53.3.4,APC Superfamily
2.A.53.3.5,APC Superfamily
2.A.53.3.6,APC Superfamily
2.A.53.3.7,APC Superfamily
2.A.53.3.8,APC Superfamily
2.A.53.3.9,APC Superfamily
2.A.53.4.1,APC Superfamily
2.A.53.4.2,APC Superfamily
2.A.53.5.1,APC Superfamily
2.A.53.5.2,APC Superfamily
2.A.53.5.3,APC Superfamily
2.A.55.1.1,APC Superfamily
2.A.55.1.2,APC Superfamily
2.A.55.1.3,APC Superfamily
2.A.55.1.4,APC Superfamily
2.A.55.1.5,APC Superfamily
2.A.55.1.6,APC Superfamily
2.A.55.2.1,APC Superfamily
2.A.55.2.10,APC Superfamily
2.A.55.2.11,APC Superfamily
2.A.55.2.12,APC Superfamily
2.A.55.2.13,APC Superfamily
2.A.55.2.14,APC Superfamily
2.A.55.2.15,APC Superfamily
2.A.55.2.16,APC Superfamily
2.A.55.2.17,APC Superfamily
2.A.55.2.18,APC Superfamily
2.A.55.2.19,APC Superfamily
2.A.55.2.2,APC Superfamily
2.A.55.2.20,APC Superfamily
2.A.55.2.21,APC Superfamily
2.A.55.2.22,APC Superfamily
2.A.55.2.23,APC Superfamily
2.A.55.2.24,APC Superfamily
2.A.55.2.25,APC Superfamily
2.A.55.2.3,APC Superfamily
2.A.55.2.4,APC Superfamily
2.A.55.2.5,APC Superfamily
2.A.55.2.6,APC Superfamily
2.A.55.2.7,APC Superfamily
2.A.55.2.8,APC Superfamily
2.A.55.2.9,APC Superfamily
2.A.55.3.1,APC Superfamily
2.A.55.3.2,APC Superfamily
2.A.55.3.3,APC Superfamily
2.A.55.3.4,APC Superfamily
2.A.55.3.5,APC Superfamily
2.A.55.3.6,APC Superfamily
2.A.55.3.7,APC Superfamily
2.A.55.3.8,APC Superfamily
2.A.55.3.9,APC Superfamily
2.A.56.1.1,IT Superfamily
2.A.56.1.10,IT Superfamily
2.A.56.1.11,IT Superfamily
2.A.56.1.12,IT Superfamily
2.A.56.1.13,IT Superfamily
2.A.56.1.14,IT Superfamily
2.A.56.1.15,IT Superfamily
2.A.56.1.16,IT Superfamily
2.A.56.1.17,IT Superfamily
2.A.56.1.18,IT Superfamily
2.A.56.1.19,IT Superfamily
2.A.56.1.2,IT Superfamily
2.A.56.1.3,IT Superfamily
2.A.56.1.4,IT Superfamily
2.A.56.1.5,IT Superfamily
2.A.56.1.6,IT Superfamily
2.A.56.1.7,IT Superfamily
2.A.56.1.8,IT Superfamily
2.A.56.1.9,IT Superfamily
2.A.56.2.1,IT Superfamily
2.A.56.3.1,IT Superfamily
2.A.56.3.2,IT Superfamily
2.A.56.3.3,IT Superfamily
2.A.56.3.4,IT Superfamily
2.A.57.1.1,Major Facilitator (MFS) Superfamily
2.A.57.1.10,Major Facilitator (MFS) Superfamily
2.A.57.1.12,Major Facilitator (MFS) Superfamily
2.A.57.1.13,Major Facilitator (MFS) Superfamily
2.A.57.1.14,Major Facilitator (MFS) Superfamily
2.A.57.1.15,Major Facilitator (MFS) Superfamily
2.A.57.1.16,Major Facilitator (MFS) Superfamily
2.A.57.1.17,Major Facilitator (MFS) Superfamily
2.A.57.1.2,Major Facilitator (MFS) Superfamily
2.A.57.1.3,Major Facilitator (MFS) Superfamily
2.A.57.1.4,Major Facilitator (MFS) Superfamily
2.A.57.1.5,Major Facilitator (MFS) Superfamily
2.A.57.1.6,Major Facilitator (MFS) Superfamily
2.A.57.1.7,Major Facilitator (MFS) Superfamily
2.A.57.1.8,Major Facilitator (MFS) Superfamily
2.A.57.1.9,Major Facilitator (MFS) Superfamily
2.A.57.2.1,Major Facilitator (MFS) Superfamily
2.A.57.2.10,Major Facilitator (MFS) Superfamily
2.A.57.2.11,Major Facilitator (MFS) Superfamily
2.A.57.2.2,Major Facilitator (MFS) Superfamily
2.A.57.2.3,Major Facilitator (MFS) Superfamily
2.A.57.2.4,Major Facilitator (MFS) Superfamily
2.A.57.2.5,Major Facilitator (MFS) Superfamily
2.A.57.2.6,Major Facilitator (MFS) Superfamily
2.A.57.2.7,Major Facilitator (MFS) Superfamily
2.A.57.2.8,Major Facilitator (MFS) Superfamily
2.A.57.2.9,Major Facilitator (MFS) Superfamily
2.A.57.3.1,Major Facilitator (MFS) Superfamily
2.A.57.3.2,Major Facilitator (MFS) Superfamily
2.A.57.3.3,Major Facilitator (MFS) Superfamily
2.A.57.4.1,Major Facilitator (MFS) Superfamily
2.A.57.4.2,Major Facilitator (MFS) Superfamily
2.A.57.4.3,Major Facilitator (MFS) Superfamily
2.A.57.4.4,Major Facilitator (MFS) Superfamily
2.A.57.4.5,Major Facilitator (MFS) Superfamily
2.A.57.5.1,Major Facilitator (MFS) Superfamily
2.A.57.5.2,Major Facilitator (MFS) Superfamily
2.A.57.5.3,Major Facilitator (MFS) Superfamily
2.A.57.5.4,Major Facilitator (MFS) Superfamily
2.A.57.5.5,Major Facilitator (MFS) Superfamily
2.A.57.5.6,Major Facilitator (MFS) Superfamily
2.A.57.5.7,Major Facilitator (MFS) Superfamily
2.A.57.5.8,Major Facilitator (MFS) Superfamily
2.A.57.6.1,Major Facilitator (MFS) Superfamily
2.A.57.6.2,Major Facilitator (MFS) Superfamily
2.A.59.1.1,IT Superfamily
2.A.59.1.2,IT Superfamily
2.A.59.1.3,IT Superfamily
2.A.59.1.4,IT Superfamily
2.A.59.1.5,IT Superfamily
2.A.59.1.6,IT Superfamily
2.A.59.1.7,IT Superfamily
2.A.59.2.1,IT Superfamily
2.A.59.2.2,IT Superfamily
2.A.6.1.1,Resistance-Nodulation-Cell Division (RND) Superfamily
2.A.6.1.10,Resistance-Nodulation-Cell Division (RND) Superfamily
2.A.6.1.11,Resistance-Nodulation-Cell Division (RND) Superfamily
2.A.6.1.12,Resistance-Nodulation-Cell Division (RND) Superfamily
2.A.6.1.13,Resistance-Nodulation-Cell Division (RND) Superfamily
2.A.6.1.14,Resistance-Nodulation-Cell Division (RND) Superfamily
2.A.6.1.15,Resistance-Nodulation-Cell Division (RND) Superfamily
2.A.6.1.16,Resistance-Nodulation-Cell Division (RND) Superfamily
2.A.6.1.17,Resistance-Nodulation-Cell Division (RND) Superfamily
