Name
Asmt
Sspn
Cltc
Wwox
Hjurp
A730008H23Rik
Rap2a
Zc3h6
Psmb2
Ube2b
Cmc2
Cenpn
Zfp868
Gm3448
Gm3417
Tcte3
Ermard
Atf4
Gm3435
Stat3
Tardbp
Ubb
Bzw1
Ubc
Tyw5
Maip1
Srsf7
Ccni
2010109A12Rik
Katnal1
Mfsd8
Fus
Ap1g1
Trip12
Fbxo36
Supv3l1
Lrpprc
AW549877
Nfat5
Chordc1
Tfap4
Rab5if
Mettl25
Ints13
Fgfr1op2
Ccdc59
Srp19
Kmt2d
Esyt2
Uaca
Ptpn23
C9orf72
Get1
Gtf2b
Kmt2a
Ostc
Cstf2t
Lrr1
Baz1b
Zfp433
Gm32687
Tcf3
Rps29
Ciart
Pih1d2
Nkapd1
Crebrf
Cpsf2
Cnot10
9030025P20Rik
Tmem131
Ppil4
Fbxo33
Ube2f
Eif3f
Cdk5rap2
Kdm3a
Ccng2
Erlin2
Kifc1
Ogfod2
Prkdc
Mcm4
Pop7
Capns1
Rpl27
Ints7
Eif3d
Dtl
Cpsf1
Adnp
Mfn2
Pfn4
Fam228b
Ap4e1
Phf5a
Aco2
Rbl1
Ino80
Gmfb
Vti1b
Nsfl1c
Zfp408
Mettl1
Eef1akmt3
Arhgap1
Zfp335
Usp37
Ppm1l
Cnot9
Srpr
Foxred1
Akirin1
Tspan4
Polr2l
Atg101
Zfp119a
Septin7
Canx
Ndufs1
Eef1b2
Cep63
Anapc13
Snx12
Mtrex
Fchsd2
Fam227b
Dtwd1
Dhx29
Tsc1
Kctd9
Cdca2
Srp9
Srp54c
Srp54b
Drg2
Abhd16a
Lamtor5
Jpt1
Mageb3
Ctdspl2
Tbccd1
Kptn
Dnajb11
Arih1
Ppp6c
Mre11a
Kansl3
Ankrd49
Srek1
Nup50
Tyw3
Thrap3
Sfswap
Dis3l2
Cryz
Utp18
Mbtd1
Fam204a
Eif3e
Phykpl
Lrriq3
Fpgt
Dpy19l4
Taf9
Rad17
H2bc12
H2ac12
Ak6
Zbtb40
Tpgs1
Stx16
Srp54a
Serac1
Rspry1
Gtf2h5
Fam192a
Anapc15
Trmo
Srd5a1
Nsun2
Sharpin
Rnf7
Maf1
Asb7
Gm13290
Gm13289
Gm13288
Gm13285
Txnl4b
Supt7l
Slc4a1ap
Nme1
Iffo2
Dhx38
Setd1a
Polr3f
Nop56
Mpdu1
Dzank1
Vps26c
Strn
Smim12
Nudcd3
Atp5b
Noct
Mef2a
Anapc5
Zfp668
Zfp646
Ulk2
Ubac2
Mff
Khdrbs1
Dgat2
Ccnt1
Tbc1d7
Spty2d1
Ibtk
Rps26
Rexo4
Pemt
Nfyc
Bloc1s1
Tmem219
Stxbp4
Riok1
Phf14
Pex16
Ndufa4
Gtpbp10
Dus1l
