Name,miRNA
Flt1,mmu-miR-200b-3p
Flt1,mmu-miR-200c-3p
Flt1,mmu-miR-200a-3p
Flt1,mmu-miR-429-3p
Bmf,mmu-miR-125b-5p
Klf13,mmu-miR-125b-5p
Klf6,mmu-miR-122-5p
B2m,mmu-miR-122-5p
Afp,mmu-miR-122-5p
Ccl2,mmu-miR-122-5p
Csf3r,mmu-miR-122-5p
Ctgf,mmu-miR-122-5p
Cxcl13,mmu-miR-122-5p
Cyp2b13,mmu-miR-122-5p
Dbp,mmu-miR-122-5p
Igf2,mmu-miR-122-5p
Il1b,mmu-miR-122-5p
Jun,mmu-miR-122-5p
Per1,mmu-miR-122-5p
Alpl,mmu-miR-122-5p
Cs,mmu-miR-122-5p
Prom1,mmu-miR-122-5p
Sox4,mmu-miR-122-5p
Ginm1,mmu-miR-124-3p
Socs3,mmu-miR-483-5p
Mecom,mmu-miR-22-3p
Erbb3,mmu-miR-22-3p
Cdc25c,mmu-miR-22-3p
Klf4,mmu-miR-10b-5p
Cdkn1a,mmu-miR-10b-5p
Adcy6,mmu-miR-182-5p
Foxo3,mmu-miR-182-5p
Foxo3,mmu-miR-182-5p
Kras,mmu-miR-143-3p
Rreb1,mmu-miR-143-3p
Rreb1,mmu-miR-145a-5p
Kras,mmu-miR-145a-5p
Hdac4,mmu-miR-29a-3p
Hdac4,mmu-miR-29c-3p
Yap1,mmu-miR-375-3p
Yap1,mmu-miR-375-3p
Fos,mmu-miR-155-5p
Bcl2l11,mmu-miR-24-3p
Stat3,mmu-miR-125b-5p
Stat3,mmu-miR-125b-5p
Bak1,mmu-miR-125b-5p
Bak1,mmu-miR-125b-5p
Jun,mmu-miR-125b-5p
Jund,mmu-miR-125b-5p
Sox9,mmu-miR-145a-5p
Ptbp2,mmu-miR-132-3p
Ptn,mmu-miR-143-3p
Meox2,mmu-miR-130b-3p
Meox1,mmu-miR-301b-3p
Meox2,mmu-miR-721
Ppp1ca,mmu-miR-125b-5p
Prkra,mmu-miR-125b-5p
asp1,mmu-miR-140-5p
Pparg,mmu-miR-27b-3p
Sirt1,mmu-miR-34a-5p
Sirt1,mmu-miR-34a-5p
Sirt1,mmu-miR-34a-5p
Sirt1,mmu-miR-34a-5p
Fzd6,mmu-miR-194-5p
Tbx21,mmu-miR-29b-3p
Eomes,mmu-miR-29b-3p
Srf,mmu-miR-125b-1-3p
Nkx2-5,mmu-miR-125b-1-3p
Prpf8,mmu-miR-125b-1-3p
Tspan14,mmu-miR-155-5p
Tspan14,mmu-miR-155-5p
Tspan14,mmu-miR-155-5p
Lpin1,mmu-miR-155-5p
Pmaip1,mmu-miR-155-5p
Pmaip1,mmu-miR-155-5p
Notch1,mmu-miR-34a-5p
Notch1,mmu-miR-34a-5p
Notch1,mmu-miR-34a-5p
Notch1,mmu-miR-34a-5p
Igf1r,mmu-miR-133a-3p
Ets2,mmu-miR-320-3p
Mmp9,mmu-miR-320-3p
Emilin2,mmu-miR-320-3p
Cbx7,mmu-miR-125a-5p
Cbx7,mmu-miR-181a-5p
Cbx7,mmu-miR-181b-5p
Myc,mmu-miR-451a
Myc,mmu-miR-709
Akt1,mmu-miR-709
Ccnt2,mmu-miR-15a-5p
Ccnt2,mmu-miR-15a-5p
Mdh2,mmu-miR-743a-3p
Timp3,mmu-miR-206-3p
Notch1,mmu-miR-146a-5p
Notch1,mmu-miR-146a-5p
Notch1,mmu-miR-146a-5p
Sirt1,mmu-miR-195a-5p
Mapk14,mmu-miR-141-3p
Mapk14,mmu-miR-200c-3p
Mapk14,mmu-miR-200b-3p
Tgfbi,mmu-miR-21a-5p
Col2a1,mmu-miR-29a-3p
Col2a1,mmu-miR-29b-3p
Cxcl12,mmu-miR-27b-3p
Atf1,mmu-miR-34c-5p
Rock1,mmu-miR-148a-3p
Cdc42,mmu-miR-1a-3p
Vdr,mmu-miR-298-5p
Spry1,mmu-miR-29c-3p
Numbl,mmu-miR-184-3p
Nrip1,mmu-miR-346-5p
Onecut2,mmu-miR-218-5p
Runx2,mmu-miR-23a-3p
Slc6a4,mmu-miR-16-5p
Tmed9,mmu-miR-296-5p
Smad1,mmu-miR-199a-3p
Runx1,mmu-miR-199a-3p
Zeb2,mmu-miR-192-5p
COX2,mmu-miR-199a-3p
Arpc5,mmu-miR-22-3p
Arpc5,mmu-miR-883a-5p
Neurod1,mmu-miR-19b-3p
Klk5,mmu-miR-382-5p
Hdac5,mmu-miR-2861
Hdac5,mmu-miR-2861
Bcl2l11,mmu-miR-10a-5p
Bcl2l11,mmu-miR-106b-5p
Bcl2l11,mmu-miR-17-5p
Suv39h1,mmu-miR-125b-5p
Arpc3,mmu-miR-19b-3p
Arpc3,mmu-miR-29a-3p
Dll1,mmu-miR-34a-5p
Zfp521,mmu-miR-9-5p
Onecut1,mmu-miR-495-3p
Nr4a2,mmu-miR-132-3p
Fcgr1,mmu-miR-127-3p
Arhgap32,mmu-miR-132-3p
Sqstm1,mmu-miR-17-5p
Sqstm1,mmu-miR-20a-5p
Sqstm1,mmu-miR-93-5p
Sqstm1,mmu-miR-106a-5p
Ywhaz,mmu-miR-451a
Stat3,mmu-miR-223-3p
Clic5,mmu-miR-96-5p
Clic5,mmu-miR-182-5p
Dlx5,mmu-miR-124-3p
Dlx5,mmu-miR-124-3p
Msx2,mmu-miR-181a-5p
Arntl,mmu-miR-142a-3p
Arntl,mmu-miR-142a-3p
Wwp2,mmu-miR-25-3p
Foxd1,mmu-miR-471-5p
Dsc1,mmu-miR-471-5p
Cbfb,mmu-miR-125b-5p
Tbx1,mmu-miR-182-5p
Nf1,mmu-miR-103-3p
Nf1,mmu-miR-137-3p
Nf1,mmu-miR-128-3p
Ccne1,mmu-miR-16-5p
Ccne1,mmu-miR-16-5p
Ccne1,mmu-miR-16-5p
Mllt3,mmu-miR-297b-5p
Mllt3,mmu-miR-297b-3p
Bace1,mmu-miR-195a-5p
Map4k4,mmu-miR-30d-5p
4632428N05Rik,mmu-miR-125a-5p
4632428N05Rik,mmu-miR-125b-5p
Ccnd2,mmu-miR-145a-5p
Acvr1b,mmu-miR-145a-5p
Rock2,mmu-miR-511-3p
Lpl,mmu-miR-467b-5p
Snai1,mmu-miR-30a-5p
Snai1,mmu-miR-30c-5p
Snai1,mmu-miR-125b-5p
Bmpr2,mmu-miR-370-3p
Estq1,mmu-miR-370-3p
Ccnd1,mmu-miR-449a-5p
Bcl2,mmu-miR-449a-5p
Bcl2,mmu-miR-449a-5p
E2f2,mmu-miR-449a-5p
E2f3,mmu-miR-449a-5p
Myc,mmu-miR-449a-5p
Taok1,mmu-miR-183-5p
Egr1,mmu-miR-7578
Med1,mmu-miR-146a-5p
Bcl2,mmu-miR-210-3p
Gria2,mmu-miR-223-3p
Grin2b,mmu-miR-223-3p
Lrrk2,mmu-miR-205-5p
Sp7,mmu-miR-145a-5p
Map2k4,mmu-miR-92a-3p
Ywhaz,mmu-miR-22-3p
Irf8,mmu-miR-22-3p
Tlx2,mmu-miR-1a-3p
Anxa5,mmu-miR-1a-3p
Il1r1,mmu-miR-135b-5p
Arid4b,mmu-miR-290a-3p
Tgfbi,mmu-miR-181a-5p
Tbr1,mmu-miR-181a-5p
Rgs4,mmu-miR-181a-5p
Gata6,mmu-miR-181a-5p
Dnmt1,mmu-miR-148a-3p
Ucp2,mmu-miR-30e-5p
Cldn1,mmu-miR-155-5p
Acvr2a,mmu-miR-181a-5p
Acvr2a,mmu-miR-181a-5p
Runx2,mmu-miR-2861
Cbfa2t2,mmu-miR-758-3p
Prrc2b,mmu-miR-758-3p
Hdac6,mmu-miR-758-3p
Nrip1,mmu-miR-758-3p
D3Bwg0562e,mmu-miR-758-3p
Meig1,mmu-miR-758-3p
Jakmip2,mmu-miR-758-3p
Slc30a10,mmu-miR-758-3p
Ptprg,mmu-miR-758-3p
Yaf2,mmu-miR-758-3p
Rcn2,mmu-miR-758-3p
Ttc3,mmu-miR-758-3p
Kif1b,mmu-miR-758-3p
Mical3,mmu-miR-758-3p
Capza2,mmu-miR-758-3p
Gmfb,mmu-miR-758-3p
Atp11c,mmu-miR-758-3p
Myo6,mmu-miR-758-3p
Ankrd11,mmu-miR-758-3p
Aldh7a1,mmu-miR-758-3p
Klhl18,mmu-miR-758-3p
Glud1,mmu-miR-758-3p
Celf1,mmu-miR-758-3p
Msi2,mmu-miR-758-3p
Fras1,mmu-miR-758-3p
Maneal,mmu-miR-758-3p
Pclo,mmu-miR-758-3p
Rtn4,mmu-miR-758-3p
Trak1,mmu-miR-758-3p
Tmx1,mmu-miR-758-3p
Ptgfrn,mmu-miR-758-3p
Atf2,mmu-miR-758-3p
Bptf,mmu-miR-758-3p
Tia1,mmu-miR-758-3p
Rgs5,mmu-miR-758-3p
Fam188a,mmu-miR-758-3p
Zcchc9,mmu-miR-758-3p
Itgb8,mmu-miR-758-3p
Mbnl1,mmu-miR-758-3p
Rbm12,mmu-miR-758-3p
Kdm6a,mmu-miR-758-3p
Entpd5,mmu-miR-758-3p
Qk,mmu-miR-758-3p
Ccnd1,mmu-miR-758-3p
Cecr2,mmu-miR-758-3p
Rph3a,mmu-miR-758-3p
Cx3cl1,mmu-miR-758-3p
Rab8b,mmu-miR-758-3p
Rhot1,mmu-miR-758-3p
Vamp4,mmu-miR-758-3p
Igf1r,mmu-miR-758-3p
Camk2a,mmu-miR-758-3p
Wnt7a,mmu-miR-758-3p
Tbc1d30,mmu-miR-758-3p
4933426M11Rik,mmu-miR-758-3p
Brsk2,mmu-miR-758-3p
Rnf144a,mmu-miR-758-3p
Unc13c,mmu-miR-758-3p
Gabrb2,mmu-miR-758-3p
Ubqln4,mmu-miR-758-3p
C330007P06Rik,mmu-miR-758-3p
Bahcc1,mmu-miR-758-3p
Efcab14,mmu-miR-758-3p
Zfp362,mmu-miR-758-3p
Pip4k2c,mmu-miR-758-3p
Fat1,mmu-miR-758-3p
Tmem8b,mmu-miR-758-3p
Cd164,mmu-miR-758-3p
1700017B05Rik,mmu-miR-758-3p
Papola,mmu-miR-758-3p
Ctu1,mmu-miR-758-3p
Nav1,mmu-miR-758-3p
Fam129a,mmu-miR-758-3p
Fads2,mmu-miR-758-3p
Zfp664,mmu-miR-758-3p
Prnp,mmu-miR-758-3p
Cdc27,mmu-miR-758-3p
Fnbp1,mmu-miR-758-3p
Slc2a13,mmu-miR-758-3p
Cep120,mmu-miR-758-3p
Ddah1,mmu-miR-758-3p
Kbtbd11,mmu-miR-758-3p
Cdr2l,mmu-miR-758-3p
Eps15,mmu-miR-758-3p
Tmtc1,mmu-miR-758-3p
Kcnv1,mmu-miR-758-3p
Kcnmb4,mmu-miR-758-3p
Phkb,mmu-miR-758-3p
Slc20a2,mmu-miR-758-3p
Gria1,mmu-miR-758-3p
Syt4,mmu-miR-758-3p
Pdk3,mmu-miR-758-3p
Lcor,mmu-miR-758-3p
Zfp36l2,mmu-miR-758-3p
Fam78b,mmu-miR-758-3p
Lancl1,mmu-miR-758-3p
Itga4,mmu-miR-758-3p
Gpr30,mmu-miR-758-3p
Dtna,mmu-miR-758-3p
Creg2,mmu-miR-758-3p
Entpd7,mmu-miR-758-3p
Rere,mmu-miR-758-3p
Casc4,mmu-miR-758-3p
Sertad2,mmu-miR-758-3p
Daam1,mmu-miR-758-3p
Htr5a,mmu-miR-758-3p
Cbx5,mmu-miR-758-3p
Slitrk6,mmu-miR-758-3p
Sos1,mmu-miR-758-3p
Slc24a2,mmu-miR-758-3p
Frmpd4,mmu-miR-758-3p
Dlg2,mmu-miR-758-3p
Camta1,mmu-miR-758-3p
Mprip,mmu-miR-758-3p
Snhg11,mmu-miR-758-3p
Fam120c,mmu-miR-758-3p
Rap1b,mmu-miR-758-3p
Gnl3l,mmu-miR-758-3p
Mtus2,mmu-miR-758-3p
Tnc,mmu-miR-758-3p
Fgfr2,mmu-miR-758-3p
Myo5a,mmu-miR-758-3p
Ugt8a,mmu-miR-758-3p
Mtmr12,mmu-miR-758-3p
Ank3,mmu-miR-758-3p
Nrxn1,mmu-miR-758-3p
Ap1g1,mmu-miR-758-3p
Xpr1,mmu-miR-758-3p
Rpap2,mmu-miR-758-3p
Mal2,mmu-miR-758-3p
Ap1s2,mmu-miR-758-3p
Crebzf,mmu-miR-758-3p
Foxg1,mmu-miR-758-3p
Kcnh7,mmu-miR-758-3p
Kif5a,mmu-miR-758-3p
Adam23,mmu-miR-758-3p
Tmem245,mmu-miR-758-3p
Nrcam,mmu-miR-758-3p
Khsrp,mmu-miR-758-3p
Srrm2,mmu-miR-758-3p
Pgrmc1,mmu-miR-758-3p
Erc2,mmu-miR-758-3p
N4bp1,mmu-miR-758-3p
L1cam,mmu-miR-758-3p
Syt11,mmu-miR-758-3p
Rgma,mmu-miR-758-3p
Slc35f3,mmu-miR-758-3p
Bmp6,mmu-miR-758-3p
Ctdsp2,mmu-miR-758-3p
Rbm26,mmu-miR-758-3p
Tnr,mmu-miR-758-3p
Naaa,mmu-miR-758-3p
BC052040,mmu-miR-758-3p
Man1b1,mmu-miR-758-3p
Slc6a1,mmu-miR-758-3p
Acadsb,mmu-miR-758-3p
Guf1,mmu-miR-758-3p
Ldb2,mmu-miR-758-3p
Nucks1,mmu-miR-758-3p
Lancl2,mmu-miR-758-3p
Ptch1,mmu-miR-758-3p
Zhx3,mmu-miR-758-3p
Nf1,mmu-miR-758-3p
Dhcr24,mmu-miR-758-3p
Fam188b,mmu-miR-758-3p
Pcnx,mmu-miR-758-3p
Mfhas1,mmu-miR-758-3p
Nhsl1,mmu-miR-758-3p
Col19a1,mmu-miR-758-3p
Pou3f4,mmu-miR-758-3p
Slc9a8,mmu-miR-758-3p
Ankrd12,mmu-miR-758-3p
Smarcc1,mmu-miR-758-3p
Zeb1,mmu-miR-758-3p
Plxna2,mmu-miR-758-3p
Zfp644,mmu-miR-758-3p
Grm4,mmu-miR-758-3p
Nsd1,mmu-miR-758-3p
Fam171a1,mmu-miR-758-3p
Irs1,mmu-miR-758-3p
Fam73a,mmu-miR-758-3p
Enox1,mmu-miR-758-3p
Spryd4,mmu-miR-758-3p
Grb10,mmu-miR-758-3p
Xkr7,mmu-miR-758-3p
Vma21,mmu-miR-758-3p
Skida1,mmu-miR-758-3p
Shank2,mmu-miR-758-3p
Zgpat,mmu-miR-758-3p
N4bp2l2,mmu-miR-758-3p
Sacm1l,mmu-miR-758-3p
Msl1,mmu-miR-758-3p
Shisa7,mmu-miR-758-3p
Pi4kb,mmu-miR-758-3p
Abr,mmu-miR-758-3p
Cpeb2,mmu-miR-758-3p
Dact1,mmu-miR-758-3p
Glul,mmu-miR-758-3p
Cfl2,mmu-miR-758-3p
Cacna1b,mmu-miR-758-3p
Trp53i11,mmu-miR-758-3p
Vat1l,mmu-miR-758-3p
Lzts3,mmu-miR-758-3p
Map2k4,mmu-miR-758-3p
Macf1,mmu-miR-758-3p
Pds5b,mmu-miR-758-3p
Oxr1,mmu-miR-758-3p
Dab1,mmu-miR-758-3p
Il7r,mmu-miR-758-3p
Slc4a10,mmu-miR-758-3p
Mgll,mmu-miR-758-3p
Cacna1e,mmu-miR-758-3p
Rapgef6,mmu-miR-758-3p
Ppap2b,mmu-miR-758-3p
Tomm70a,mmu-miR-758-3p
Stxbp1,mmu-miR-758-3p
Otud7b,mmu-miR-758-3p
Elavl1,mmu-miR-758-3p
Magi2,mmu-miR-758-3p
Plp1,mmu-miR-758-3p
Ctss,mmu-miR-758-3p
Ildr2,mmu-miR-758-3p
Ddx3y,mmu-miR-758-3p
Gpr158,mmu-miR-758-3p
Golm1,mmu-miR-758-3p
Rhoq,mmu-miR-758-3p
Arid4b,mmu-miR-758-3p
Pkia,mmu-miR-758-3p
Pan3,mmu-miR-758-3p
Add1,mmu-miR-758-3p
Camk1d,mmu-miR-758-3p
Zbtb18,mmu-miR-758-3p
Zc2hc1a,mmu-miR-758-3p
Eea1,mmu-miR-758-3p
Spry1,mmu-miR-758-3p
Spry1,mmu-miR-758-3p
Bnip3l,mmu-miR-758-3p
Crlf2,mmu-miR-758-3p
Map2k1,mmu-miR-758-3p
Abca1,mmu-miR-758-3p
Tmx4,mmu-miR-301b-3p
Sephs1,mmu-miR-301b-3p
Mprip,mmu-miR-301b-3p
Usp32,mmu-miR-301b-3p
Zdhhc20,mmu-miR-301b-3p
Traf3,mmu-miR-301b-3p
Cd81,mmu-miR-301b-3p
Tspan9,mmu-miR-301b-3p
Itm2b,mmu-miR-301b-3p
Ubap2l,mmu-miR-301b-3p
Ubap2l,mmu-miR-301b-3p
Slc9a2,mmu-miR-301b-3p
Pik3c2b,mmu-miR-301b-3p
Arxes2,mmu-miR-301b-3p
Lrrc55,mmu-miR-301b-3p
Fam63b,mmu-miR-301b-3p
Wdr44,mmu-miR-301b-3p
Cdc42,mmu-miR-301b-3p
Zfp41,mmu-miR-301b-3p
Sema4g,mmu-miR-301b-3p
Mcm7,mmu-miR-301b-3p
Tmed4,mmu-miR-301b-3p
Gid4,mmu-miR-301b-3p
Cep112,mmu-miR-301b-3p
Slc17a6,mmu-miR-301b-3p
Cmtm3,mmu-miR-301b-3p
Dsel,mmu-miR-301b-3p
Aspscr1,mmu-miR-301b-3p
Socs6,mmu-miR-301b-3p
Klf10,mmu-miR-301b-3p
Lsamp,mmu-miR-301b-3p
Adam19,mmu-miR-301b-3p
Cln6,mmu-miR-301b-3p
Adamts8,mmu-miR-301b-3p
Fat3,mmu-miR-301b-3p
Ankrd26,mmu-miR-301b-3p
Pianp,mmu-miR-301b-3p
Xrn1,mmu-miR-301b-3p
Haus6,mmu-miR-301b-3p
Slc47a1,mmu-miR-301b-3p
Ube3b,mmu-miR-301b-3p
Cyb5d2,mmu-miR-301b-3p
Ppp6r3,mmu-miR-301b-3p
Rnf103,mmu-miR-301b-3p
Ppp1r21,mmu-miR-301b-3p
Ankrd52,mmu-miR-301b-3p
Dcbld2,mmu-miR-301b-3p
Atf2,mmu-miR-301b-3p
Slc1a2,mmu-miR-301b-3p
Cald1,mmu-miR-301b-3p
Adarb1,mmu-miR-301b-3p
AU040320,mmu-miR-301b-3p
Nudt10,mmu-miR-301b-3p
Cnr1,mmu-miR-301b-3p
Picalm,mmu-miR-301b-3p
Strip2,mmu-miR-301b-3p
BC005537,mmu-miR-301b-3p
Mtss1l,mmu-miR-301b-3p
Polq,mmu-miR-301b-3p
Msi2,mmu-miR-301b-3p
Etnk1,mmu-miR-301b-3p
Iqgap2,mmu-miR-301b-3p
Ythdc2,mmu-miR-301b-3p
Fcho2,mmu-miR-301b-3p
Rnf128,mmu-miR-301b-3p
Dynll2,mmu-miR-301b-3p
Srsf2,mmu-miR-301b-3p
Htr5a,mmu-miR-301b-3p
Arl6ip1,mmu-miR-301b-3p
Cpeb4,mmu-miR-301b-3p
Heg1,mmu-miR-301b-3p
Zkscan8,mmu-miR-301b-3p
Nhsl2,mmu-miR-301b-3p
Kdm2a,mmu-miR-301b-3p
Kdm2a,mmu-miR-301b-3p
Chst1,mmu-miR-301b-3p
Fam179b,mmu-miR-301b-3p
Tmem9b,mmu-miR-301b-3p
Acvr1,mmu-miR-301b-3p
Gadd45a,mmu-miR-301b-3p
Prnp,mmu-miR-301b-3p
Ubl3,mmu-miR-301b-3p
Sgcb,mmu-miR-301b-3p
Npnt,mmu-miR-301b-3p
Phf3,mmu-miR-301b-3p
Ap1m1,mmu-miR-301b-3p
Dnajc9,mmu-miR-301b-3p
Epdr1,mmu-miR-301b-3p
Usp3,mmu-miR-301b-3p
Fam173b,mmu-miR-301b-3p
Scaper,mmu-miR-301b-3p
Map1b,mmu-miR-301b-3p
Adpgk,mmu-miR-301b-3p
Mlh3,mmu-miR-301b-3p
B3galt2,mmu-miR-301b-3p
Brms1l,mmu-miR-301b-3p
Etv5,mmu-miR-301b-3p
Prrg3,mmu-miR-301b-3p
Adh5,mmu-miR-301b-3p
Cnot10,mmu-miR-301b-3p
Aplp2,mmu-miR-301b-3p
Cox5b,mmu-miR-301b-3p
Papola,mmu-miR-301b-3p
Setd7,mmu-miR-301b-3p
Dcaf12l1,mmu-miR-301b-3p
1600012H06Rik,mmu-miR-301b-3p
Rnf11,mmu-miR-301b-3p
Kif5c,mmu-miR-301b-3p
Fyn,mmu-miR-301b-3p
Cyp4x1,mmu-miR-301b-3p
Cntn3,mmu-miR-301b-3p
6030458C11Rik,mmu-miR-301b-3p
Tmem245,mmu-miR-301b-3p
Hspa12a,mmu-miR-301b-3p
Syt1,mmu-miR-301b-3p
Fam117b,mmu-miR-301b-3p
Foxo3,mmu-miR-301b-3p
Sorbs2,mmu-miR-301b-3p
Whsc1l1,mmu-miR-301b-3p
Zmym2,mmu-miR-301b-3p
Dirc2,mmu-miR-301b-3p
Ski,mmu-miR-301b-3p
Camk2n1,mmu-miR-301b-3p
Zbtb37,mmu-miR-301b-3p
Zfand4,mmu-miR-301b-3p
Sp1,mmu-miR-301b-3p
Slitrk5,mmu-miR-301b-3p
Rb1,mmu-miR-301b-3p
D430041D05Rik,mmu-miR-301b-3p
Lrtm2,mmu-miR-301b-3p
Tacc1,mmu-miR-301b-3p
Cav1,mmu-miR-301b-3p
Tnfrsf21,mmu-miR-301b-3p
Aff4,mmu-miR-301b-3p
Prkch,mmu-miR-301b-3p
Pafah1b1,mmu-miR-301b-3p
Soga3,mmu-miR-301b-3p
Suv420h1,mmu-miR-301b-3p
Gng12,mmu-miR-301b-3p
D130043K22Rik,mmu-miR-301b-3p
Atp2b2,mmu-miR-301b-3p
Trib2,mmu-miR-301b-3p
Aldh3a2,mmu-miR-301b-3p
Znfx1,mmu-miR-301b-3p
Cttnbp2nl,mmu-miR-301b-3p
Kcnt2,mmu-miR-301b-3p
Hmgcll1,mmu-miR-301b-3p
Fnbp1,mmu-miR-301b-3p
Zfp597,mmu-miR-301b-3p
Nap1l3,mmu-miR-301b-3p
Pbxip1,mmu-miR-301b-3p
Snip1,mmu-miR-301b-3p
Lrp1b,mmu-miR-301b-3p
Klf9,mmu-miR-301b-3p
Ezh1,mmu-miR-301b-3p
Enpp4,mmu-miR-301b-3p
Patl1,mmu-miR-301b-3p
Grin3a,mmu-miR-301b-3p
Map3k5,mmu-miR-301b-3p
Kif5a,mmu-miR-301b-3p
Golt1b,mmu-miR-301b-3p
Lnpep,mmu-miR-301b-3p
Snn,mmu-miR-301b-3p
Naa50,mmu-miR-301b-3p
Smoc2,mmu-miR-301b-3p
Hlf,mmu-miR-301b-3p
Txnip,mmu-miR-301b-3p
Cep120,mmu-miR-301b-3p
Rnf216,mmu-miR-301b-3p
Wdr47,mmu-miR-301b-3p
Il6st,mmu-miR-301b-3p
Dpysl2,mmu-miR-301b-3p
Eogt,mmu-miR-301b-3p
C1galt1,mmu-miR-301b-3p
Ppp1cb,mmu-miR-301b-3p
Ralbp1,mmu-miR-301b-3p
Mtmr4,mmu-miR-301b-3p
Stam,mmu-miR-301b-3p
Zeb2,mmu-miR-301b-3p
Fstl5,mmu-miR-301b-3p
Stim2,mmu-miR-301b-3p
Inhbb,mmu-miR-301b-3p
Slc24a2,mmu-miR-301b-3p
Tspyl2,mmu-miR-301b-3p
Szrd1,mmu-miR-301b-3p
Adcyap1r1,mmu-miR-301b-3p
Nfatc3,mmu-miR-301b-3p
Arhgap29,mmu-miR-301b-3p
Sec63,mmu-miR-301b-3p
Gm11492,mmu-miR-301b-3p
Antxr1,mmu-miR-301b-3p
Sema3c,mmu-miR-301b-3p
Tef,mmu-miR-301b-3p
Gtdc2,mmu-miR-301b-3p
Gramd1a,mmu-miR-301b-3p
Dph3,mmu-miR-301b-3p
Fkbp1b,mmu-miR-301b-3p
Ctso,mmu-miR-301b-3p
Ednrb,mmu-miR-301b-3p
Arpc4,mmu-miR-301b-3p
Hdac8,mmu-miR-301b-3p
Scara5,mmu-miR-301b-3p
Lgals8,mmu-miR-301b-3p
Cacna2d1,mmu-miR-301b-3p
Npy2r,mmu-miR-301b-3p
Scn3b,mmu-miR-301b-3p
Them6,mmu-miR-301b-3p
Zfp191,mmu-miR-301b-3p
Tex2,mmu-miR-301b-3p
Auh,mmu-miR-301b-3p
Frmpd4,mmu-miR-301b-3p
Gtf2i,mmu-miR-301b-3p
Slc7a11,mmu-miR-301b-3p
B4galt6,mmu-miR-301b-3p
Asxl3,mmu-miR-301b-3p
Gm6792,mmu-miR-301b-3p
BC003331,mmu-miR-301b-3p
Ubxn4,mmu-miR-301b-3p
Gfra2,mmu-miR-301b-3p
Dpp6,mmu-miR-301b-3p
Smap1,mmu-miR-301b-3p
Drd1a,mmu-miR-301b-3p
Frmd4a,mmu-miR-301b-3p
Gria4,mmu-miR-301b-3p
Ralgps1,mmu-miR-301b-3p
Myh10,mmu-miR-301b-3p
Arhgap24,mmu-miR-301b-3p
Pros1,mmu-miR-301b-3p
Cxcl14,mmu-miR-301b-3p
Cyp46a1,mmu-miR-301b-3p
Nov,mmu-miR-301b-3p
Lamp1,mmu-miR-301b-3p
5730455P16Rik,mmu-miR-301b-3p
Zhx3,mmu-miR-301b-3p
Ldhb,mmu-miR-301b-3p
Xpnpep3,mmu-miR-301b-3p
Ppp2ca,mmu-miR-301b-3p
Adam22,mmu-miR-301b-3p
Csrnp2,mmu-miR-301b-3p
Scamp5,mmu-miR-301b-3p
Nrarp,mmu-miR-301b-3p
Rala,mmu-miR-301b-3p
Tecpr1,mmu-miR-301b-3p
Jtb,mmu-miR-301b-3p
Nup62,mmu-miR-301b-3p
Asic2,mmu-miR-301b-3p
Fermt2,mmu-miR-301b-3p
Fbxw5,mmu-miR-301b-3p
Tbc1d12,mmu-miR-301b-3p
Rragd,mmu-miR-301b-3p
Atp2a2,mmu-miR-301b-3p
Cmtm6,mmu-miR-301b-3p
Zbtb1,mmu-miR-301b-3p
Fzd6,mmu-miR-301b-3p
Cds2,mmu-miR-301b-3p
Pi4k2a,mmu-miR-301b-3p
Mfsd7c,mmu-miR-301b-3p
Rb1cc1,mmu-miR-301b-3p
Pfn2,mmu-miR-301b-3p
Ppm1l,mmu-miR-301b-3p
Ldlrad4,mmu-miR-301b-3p
Slc39a10,mmu-miR-301b-3p
Mtmr12,mmu-miR-301b-3p
Papss2,mmu-miR-301b-3p
Nf1,mmu-miR-301b-3p
Rasgef1a,mmu-miR-301b-3p
Ficd,mmu-miR-301b-3p
Rph3a,mmu-miR-301b-3p
Tgfbr1,mmu-miR-301b-3p
Pea15a,mmu-miR-301b-3p
Ywhab,mmu-miR-301b-3p
Pcnx,mmu-miR-301b-3p
Btbd7,mmu-miR-301b-3p
Wnk1,mmu-miR-301b-3p
Nfya,mmu-miR-301b-3p
Zmat3,mmu-miR-301b-3p
Pex11a,mmu-miR-301b-3p
Cds1,mmu-miR-301b-3p
Tnpo1,mmu-miR-301b-3p
Epc2,mmu-miR-301b-3p
Npat,mmu-miR-301b-3p
Parg,mmu-miR-301b-3p
Slc24a3,mmu-miR-301b-3p
Sel1l3,mmu-miR-301b-3p
Mul1,mmu-miR-301b-3p
Srrm2,mmu-miR-301b-3p
Ndufs4,mmu-miR-301b-3p
Sh3rf3,mmu-miR-301b-3p
Psme4,mmu-miR-301b-3p
4-Sep,mmu-miR-301b-3p
Simc1,mmu-miR-301b-3p
Ppm1d,mmu-miR-301b-3p
Eno2,mmu-miR-301b-3p
Galc,mmu-miR-301b-3p
Clu,mmu-miR-301b-3p
Stxbp5l,mmu-miR-301b-3p
Mgll,mmu-miR-301b-3p
Fam175b,mmu-miR-301b-3p
Grin2b,mmu-miR-301b-3p
Pigk,mmu-miR-301b-3p
Dcun1d2,mmu-miR-301b-3p
Atp6v1h,mmu-miR-301b-3p
Zdhhc8,mmu-miR-301b-3p
Incenp,mmu-miR-301b-3p
Kif21a,mmu-miR-301b-3p
Usp33,mmu-miR-301b-3p
4930506M07Rik,mmu-miR-301b-3p
