CPD,Enzyme,ACIN
C10028,1.1.1.239,IN
C10205,1.1.1.239,IN
C11264,1.1.1.239,IN
C11825,1.1.1.239,IN
C12621,1.1.1.239,IN
C13101,1.1.1.239,IN
C14286,1.1.1.239,IN
C15484,1.1.1.239,IN
C15643,1.1.1.239,IN
C18673,1.1.1.239,IN
C00031,1.1.1.263,IN
C00072,1.1.1.263,IN
C00092,1.1.1.263,IN
C00284,1.1.1.263,IN
C00928,1.1.1.263,IN
C03444,1.1.1.263,IN
C07326,1.1.1.263,IN
C07434,1.1.1.263,IN
C00008,1.1.1.27,AC
C00022,1.1.1.27,IN
C00072,1.1.1.27,IN
C01444,1.1.1.27,IN
C02170,1.1.1.27,IN
C05669,1.1.1.27,IN
C07043,1.1.1.27,IN
C07667,1.1.1.27,IN
C11326,1.1.1.27,IN
C12136,1.1.1.27,IN
C16194,1.1.1.27,IN
C00005,1.1.1.270,IN
C00389,1.1.1.270,IN
C01531,1.1.1.270,IN
C01621,1.1.1.270,IN
C01865,1.1.1.270,IN
C07880,1.1.1.270,IN
C12580,1.1.1.270,IN
C13038,1.1.1.270,IN
C17148,1.1.1.270,IN
C17743,1.1.1.270,IN
C00410,1.1.1.278,IN
C03681,1.1.1.278,IN
C00002,1.1.1.28,IN
C00008,1.1.1.28,IN
C01444,1.1.1.28,IN
C00004,1.1.1.284,AC
C00067,1.1.1.284,AC
C00481,1.1.1.284,AC
C00003,1.1.1.284,IN
C00005,1.1.1.284,IN
C00051,1.1.1.284,IN
C00127,1.1.1.284,IN
C00301,1.1.1.284,IN
C00504,1.1.1.284,IN
C00546,1.1.1.284,IN
C00703,1.1.1.284,IN
C01031,1.1.1.284,IN
C01571,1.1.1.284,IN
C01601,1.1.1.284,IN
C02678,1.1.1.284,IN
C02679,1.1.1.284,IN
C06423,1.1.1.284,IN
C07837,1.1.1.284,IN
C08277,1.1.1.284,IN
C11347,1.1.1.284,IN
C17076,1.1.1.284,IN
C17715,1.1.1.284,IN
C00004,1.1.1.30,IN
C00383,1.1.1.30,IN
C00741,1.1.1.30,IN
C00830,1.1.1.30,IN
C02170,1.1.1.30,IN
C02287,1.1.1.30,IN
C02441,1.1.1.30,IN
C03444,1.1.1.30,IN
C03664,1.1.1.30,IN
C12538,1.1.1.30,IN
C13563,1.1.1.30,IN
C15493,1.1.1.300,IN
C00003,1.1.1.305,AC
C00004,1.1.1.31,IN
C03444,1.1.1.31,IN
C13377,1.1.1.31,IN
C00473,1.1.1.315,IN
C00899,1.1.1.315,IN
C07837,1.1.1.315,IN
C16682,1.1.1.315,IN
C00772,1.1.1.32,IN
C06424,1.1.1.34,AC
C00010,1.1.1.34,IN
C00024,1.1.1.34,IN
C00332,1.1.1.34,IN
C00604,1.1.1.34,IN
C00695,1.1.1.34,IN
C00765,1.1.1.34,IN
C01330,1.1.1.34,IN
C01844,1.1.1.34,IN
C04483,1.1.1.34,IN
C06428,1.1.1.34,IN
C06563,1.1.1.34,IN
C06685,1.1.1.34,IN
C06834,1.1.1.34,IN
C07014,1.1.1.34,IN
C07966,1.1.1.34,IN
C10208,1.1.1.34,IN
C11166,1.1.1.34,IN
C13963,1.1.1.34,IN
C14536,1.1.1.34,IN
C14818,1.1.1.34,IN
C14819,1.1.1.34,IN
C02441,1.1.1.35,IN
C03444,1.1.1.35,IN
C01829,1.1.1.357,AC
C13700,1.1.1.357,AC
C00005,1.1.1.357,IN
C00951,1.1.1.357,IN
C01477,1.1.1.357,IN
C01588,1.1.1.357,IN
C01926,1.1.1.357,IN
C02528,1.1.1.357,IN
C03990,1.1.1.357,IN
C07880,1.1.1.357,IN
C11043,1.1.1.357,IN
C13038,1.1.1.357,IN
C13101,1.1.1.357,IN
C14286,1.1.1.357,IN
C00010,1.1.1.36,AC
C00831,1.1.1.36,AC
C00024,1.1.1.36,IN
C00083,1.1.1.36,IN
C00136,1.1.1.36,IN
C02557,1.1.1.36,IN
C03345,1.1.1.36,IN
C00149,1.1.1.37,AC
C00002,1.1.1.37,IN
C00004,1.1.1.37,IN
C00008,1.1.1.37,IN
C00020,1.1.1.37,IN
C00036,1.1.1.37,IN
C00049,1.1.1.37,IN
C00076,1.1.1.37,IN
C00094,1.1.1.37,IN
C00122,1.1.1.37,IN
C00158,1.1.1.37,IN
C00575,1.1.1.37,IN
C02287,1.1.1.37,IN
C05378,1.1.1.37,IN
C14818,1.1.1.37,IN
C00042,1.1.1.38,AC
C00122,1.1.1.38,AC
C00002,1.1.1.38,IN
C00122,1.1.1.39,AC
C00002,1.1.1.39,IN
C00086,1.1.1.39,IN
C00209,1.1.1.39,IN
C00042,1.1.1.40,AC
C00122,1.1.1.40,AC
C00002,1.1.1.40,IN
C00024,1.1.1.40,IN
C00051,1.1.1.40,IN
C00083,1.1.1.40,IN
C00209,1.1.1.40,IN
C00305,1.1.1.40,IN
C00711,1.1.1.40,IN
C00928,1.1.1.40,IN
C02287,1.1.1.40,IN
C13563,1.1.1.40,IN
C00002,1.1.1.41,AC
C00008,1.1.1.41,AC
C00158,1.1.1.41,AC
C00004,1.1.1.41,IN
C00005,1.1.1.41,IN
C00076,1.1.1.41,IN
C00284,1.1.1.41,IN
C00486,1.1.1.41,IN
C01326,1.1.1.41,IN
C01755,1.1.1.41,IN
C06232,1.1.1.41,IN
C14695,1.1.1.41,IN
C16201,1.1.1.41,IN
C00008,1.1.1.42,AC
C00033,1.1.1.42,AC
C00146,1.1.1.42,AC
C00797,1.1.1.42,AC
C00002,1.1.1.42,IN
C00003,1.1.1.42,IN
C00005,1.1.1.42,IN
C00026,1.1.1.42,IN
C00027,1.1.1.42,IN
C00048,1.1.1.42,IN
C00051,1.1.1.42,IN
C00127,1.1.1.42,IN
C00158,1.1.1.42,IN
C00311,1.1.1.42,IN
C01413,1.1.1.42,IN
C01990,1.1.1.42,IN
C03444,1.1.1.42,IN
C03850,1.1.1.42,IN
C04617,1.1.1.42,IN
C05684,1.1.1.42,IN
C06940,1.1.1.42,IN
C14818,1.1.1.42,IN
C16845,1.1.1.42,IN
C19440,1.1.1.42,IN
C19610,1.1.1.42,IN
C01937,1.1.1.43,IN
C07017,1.1.1.43,IN
C07239,1.1.1.43,IN
C07868,1.1.1.43,IN
C08169,1.1.1.43,IN
C00345,1.1.1.44,AC
C00951,1.1.1.44,AC
C00002,1.1.1.44,IN
C00005,1.1.1.44,IN
C00006,1.1.1.44,IN
C00008,1.1.1.44,IN
C00009,1.1.1.44,IN
C00011,1.1.1.44,IN
C00013,1.1.1.44,IN
C00015,1.1.1.44,IN
C00020,1.1.1.44,IN
C00033,1.1.1.44,IN
C00035,1.1.1.44,IN
C00036,1.1.1.44,IN
C00044,1.1.1.44,IN
C00055,1.1.1.44,IN
C00059,1.1.1.44,IN
C00063,1.1.1.44,IN
C00075,1.1.1.44,IN
C00081,1.1.1.44,IN
C00085,1.1.1.44,IN
C00092,1.1.1.44,IN
C00104,1.1.1.44,IN
C00105,1.1.1.44,IN
C00112,1.1.1.44,IN
C00130,1.1.1.44,IN
C00144,1.1.1.44,IN
C00153,1.1.1.44,IN
C00158,1.1.1.44,IN
C00197,1.1.1.44,IN
C00209,1.1.1.44,IN
C00212,1.1.1.44,IN
C00279,1.1.1.44,IN
C00305,1.1.1.44,IN
C00363,1.1.1.44,IN
C00364,1.1.1.44,IN
C00459,1.1.1.44,IN
C00703,1.1.1.44,IN
C00918,1.1.1.44,IN
C00946,1.1.1.44,IN
C01112,1.1.1.44,IN
C01367,1.1.1.44,IN
C03393,1.1.1.44,IN
C05349,1.1.1.44,IN
C05378,1.1.1.44,IN
C05551,1.1.1.44,IN
C06574,1.1.1.44,IN
C06689,1.1.1.44,IN
C06820,1.1.1.44,IN
C06827,1.1.1.44,IN
C06889,1.1.1.44,IN
C07203,1.1.1.44,IN
C07321,1.1.1.44,IN
C07383,1.1.1.44,IN
C07657,1.1.1.44,IN
C07660,1.1.1.44,IN
C07886,1.1.1.44,IN
C08111,1.1.1.44,IN
C09731,1.1.1.44,IN
C12136,1.1.1.44,IN
C14819,1.1.1.44,IN
C17045,1.1.1.44,IN
C18672,1.1.1.44,IN
C00097,1.1.1.45,AC
C00072,1.1.1.45,IN
C00383,1.1.1.45,IN
C03444,1.1.1.45,IN
C00038,1.1.1.47,IN
C03444,1.1.1.47,IN
C14818,1.1.1.47,IN
C00062,1.1.1.49,AC
C00116,1.1.1.49,AC
C00413,1.1.1.49,AC
C01083,1.1.1.49,AC
C02378,1.1.1.49,AC
C02477,1.1.1.49,AC
C06142,1.1.1.49,AC
C06805,1.1.1.49,AC
C00002,1.1.1.49,IN
C00004,1.1.1.49,IN
C00005,1.1.1.49,IN
C00006,1.1.1.49,IN
C00008,1.1.1.49,IN
C00031,1.1.1.49,IN
C00038,1.1.1.49,IN
C00076,1.1.1.49,IN
C00092,1.1.1.49,IN
C00154,1.1.1.49,IN
C00284,1.1.1.49,IN
C00410,1.1.1.49,IN
C00745,1.1.1.49,IN
C00951,1.1.1.49,IN
C01227,1.1.1.49,IN
C03339,1.1.1.49,IN
C03444,1.1.1.49,IN
C06747,1.1.1.49,IN
C06820,1.1.1.49,IN
C07635,1.1.1.49,IN
C07657,1.1.1.49,IN
C07886,1.1.1.49,IN
C14818,1.1.1.49,IN
C14819,1.1.1.49,IN
C19609,1.1.1.49,IN
C19610,1.1.1.49,IN
C00005,1.1.1.50,IN
C00280,1.1.1.50,IN
C00410,1.1.1.50,IN
C00535,1.1.1.50,IN
C00584,1.1.1.50,IN
C00639,1.1.1.50,IN
C00674,1.1.1.50,IN
C00695,1.1.1.50,IN
C00696,1.1.1.50,IN
C00703,1.1.1.50,IN
C00735,1.1.1.50,IN
C00762,1.1.1.50,IN
C01176,1.1.1.50,IN
C01477,1.1.1.50,IN
C01517,1.1.1.50,IN
C01588,1.1.1.50,IN
C01926,1.1.1.50,IN
C02140,1.1.1.50,IN
C03205,1.1.1.50,IN
C03444,1.1.1.50,IN
C03681,1.1.1.50,IN
C04685,1.1.1.50,IN
C05293,1.1.1.50,IN
C05479,1.1.1.50,IN
C06804,1.1.1.50,IN
C06948,1.1.1.50,IN
C06981,1.1.1.50,IN
C07120,1.1.1.50,IN
C07198,1.1.1.50,IN
C07369,1.1.1.50,IN
C07370,1.1.1.50,IN
C07487,1.1.1.50,IN
C07525,1.1.1.50,IN
C07534,1.1.1.50,IN
C07589,1.1.1.50,IN
C07880,1.1.1.50,IN
C08090,1.1.1.50,IN
C08174,1.1.1.50,IN
C13038,1.1.1.50,IN
C13101,1.1.1.50,IN
C13697,1.1.1.50,IN
C14286,1.1.1.50,IN
C15643,1.1.1.50,IN
C18040,1.1.1.50,IN
C00116,1.1.1.51,IN
C00280,1.1.1.51,IN
C00389,1.1.1.51,IN
C00468,1.1.1.51,IN
C00469,1.1.1.51,IN
C00523,1.1.1.51,IN
C00535,1.1.1.51,IN
C00583,1.1.1.51,IN
C00951,1.1.1.51,IN
C01424,1.1.1.51,IN
C01517,1.1.1.51,IN
C01926,1.1.1.51,IN
C03444,1.1.1.51,IN
C03917,1.1.1.51,IN
C03990,1.1.1.51,IN
C05293,1.1.1.51,IN
C05301,1.1.1.51,IN
C06563,1.1.1.51,IN
C07117,1.1.1.51,IN
C07534,1.1.1.51,IN
C09904,1.1.1.51,IN
C09981,1.1.1.51,IN
C10028,1.1.1.51,IN
C10044,1.1.1.51,IN
C11143,1.1.1.51,IN
C11264,1.1.1.51,IN
C13038,1.1.1.51,IN
C13101,1.1.1.51,IN
C14215,1.1.1.51,IN
C14286,1.1.1.51,IN
C14440,1.1.1.51,IN
C15493,1.1.1.51,IN
C00097,1.1.1.53,IN
C00703,1.1.1.53,IN
C01413,1.1.1.53,IN
C01477,1.1.1.53,IN
C14818,1.1.1.53,IN
C00051,1.1.1.55,IN
C00097,1.1.1.55,IN
C00928,1.1.1.55,IN
C02924,1.1.1.55,IN
C03444,1.1.1.55,IN
C00777,1.1.1.62,AC
C05443,1.1.1.62,AC
C00002,1.1.1.62,IN
C00006,1.1.1.62,IN
C00008,1.1.1.62,IN
C00020,1.1.1.62,IN
C00038,1.1.1.62,IN
C00054,1.1.1.62,IN
C00146,1.1.1.62,IN
C00180,1.1.1.62,IN
C00219,1.1.1.62,IN
C00280,1.1.1.62,IN
C00301,1.1.1.62,IN
C00305,1.1.1.62,IN
C00410,1.1.1.62,IN
C00423,1.1.1.62,IN
C00468,1.1.1.62,IN
C00523,1.1.1.62,IN
C00535,1.1.1.62,IN
C00556,1.1.1.62,IN
C00712,1.1.1.62,IN
C00741,1.1.1.62,IN
C00849,1.1.1.62,IN
C00854,1.1.1.62,IN
C00946,1.1.1.62,IN
C00951,1.1.1.62,IN
C01197,1.1.1.62,IN
C01470,1.1.1.62,IN
C01477,1.1.1.62,IN
C01514,1.1.1.62,IN
C01595,1.1.1.62,IN
C01692,1.1.1.62,IN
C01926,1.1.1.62,IN
C02020,1.1.1.62,IN
C02441,1.1.1.62,IN
C02453,1.1.1.62,IN
C03444,1.1.1.62,IN
C03850,1.1.1.62,IN
C04293,1.1.1.62,IN
C06105,1.1.1.62,IN
C06427,1.1.1.62,IN
C06563,1.1.1.62,IN
C07667,1.1.1.62,IN
C08650,1.1.1.62,IN
C10023,1.1.1.62,IN
C10038,1.1.1.62,IN
C10041,1.1.1.62,IN
C10044,1.1.1.62,IN
C10046,1.1.1.62,IN
C10098,1.1.1.62,IN
C10107,1.1.1.62,IN
C10184,1.1.1.62,IN
C10205,1.1.1.62,IN
C10208,1.1.1.62,IN
C10700,1.1.1.62,IN
C11160,1.1.1.62,IN
C11264,1.1.1.62,IN
C12123,1.1.1.62,IN
C12621,1.1.1.62,IN
C13342,1.1.1.62,IN
C14137,1.1.1.62,IN
C14215,1.1.1.62,IN
C14290,1.1.1.62,IN
C14313,1.1.1.62,IN
C14392,1.1.1.62,IN
C14441,1.1.1.62,IN
C14448,1.1.1.62,IN
C14714,1.1.1.62,IN
C15232,1.1.1.62,IN
C15261,1.1.1.62,IN
C15335,1.1.1.62,IN
C15442,1.1.1.62,IN
C17268,1.1.1.62,IN
C18166,1.1.1.62,IN
C00535,1.1.1.64,AC
C00423,1.1.1.64,IN
C00814,1.1.1.64,IN
C01197,1.1.1.64,IN
C01926,1.1.1.64,IN
C03081,1.1.1.64,IN
C03444,1.1.1.64,IN
C07108,1.1.1.64,IN
C07667,1.1.1.64,IN
C09315,1.1.1.64,IN
C10023,1.1.1.64,IN
C10700,1.1.1.64,IN
C11264,1.1.1.64,IN
C12326,1.1.1.64,IN
C12621,1.1.1.64,IN
C13342,1.1.1.64,IN
C14215,1.1.1.64,IN
C14500,1.1.1.64,IN
C14529,1.1.1.64,IN
C15234,1.1.1.64,IN
C15438,1.1.1.64,IN
C15530,1.1.1.64,IN
C16267,1.1.1.64,IN
C17714,1.1.1.64,IN
C18673,1.1.1.64,IN
C20252,1.1.1.64,IN
C00009,1.1.1.7,IN
C00058,1.1.1.7,IN
C00059,1.1.1.7,IN
C00094,1.1.1.7,IN
C00720,1.1.1.7,IN
C03505,1.1.1.7,IN
C00051,1.1.1.71,AC
C00097,1.1.1.71,AC
C00928,1.1.1.71,IN
C02441,1.1.1.71,IN
C00086,1.1.1.72,IN
C00742,1.1.1.72,IN
C00928,1.1.1.72,IN
C03444,1.1.1.72,IN
C07434,1.1.1.72,IN
C07443,1.1.1.72,IN
C10509,1.1.1.72,IN
C00097,1.1.1.75,IN
C00284,1.1.1.75,IN
C00583,1.1.1.75,IN
C00928,1.1.1.75,IN
C02441,1.1.1.77,IN
C03444,1.1.1.77,IN
C02441,1.1.1.78,IN
C03444,1.1.1.78,IN
C00258,1.1.1.79,IN
C00037,1.1.1.8,AC
C00116,1.1.1.8,AC
C00284,1.1.1.8,AC
C00005,1.1.1.8,IN
C00038,1.1.1.8,IN
C00086,1.1.1.8,IN
C00093,1.1.1.8,IN
C00238,1.1.1.8,IN
C00301,1.1.1.8,IN
C00985,1.1.1.8,IN
C01413,1.1.1.8,IN
C02441,1.1.1.8,IN
C02924,1.1.1.8,IN
C03444,1.1.1.8,IN
C03664,1.1.1.8,IN
C05335,1.1.1.8,IN
C05688,1.1.1.8,IN
C09731,1.1.1.8,IN
C18385,1.1.1.8,IN
C19609,1.1.1.8,IN
C19610,1.1.1.8,IN
C00059,1.1.1.81,AC
C00698,1.1.1.81,AC
C00708,1.1.1.81,AC
C00720,1.1.1.81,AC
C00742,1.1.1.81,AC
C13563,1.1.1.81,AC
C00002,1.1.1.81,IN
C00022,1.1.1.81,IN
C00037,1.1.1.81,IN
C00044,1.1.1.81,IN
C00063,1.1.1.81,IN
C00065,1.1.1.81,IN
C00075,1.1.1.81,IN
C00168,1.1.1.81,IN
C00197,1.1.1.81,IN
C00258,1.1.1.81,IN
C00703,1.1.1.81,IN
C01159,1.1.1.81,IN
C03232,1.1.1.81,IN
C03444,1.1.1.81,IN
C00097,1.1.1.9,AC
C00310,1.1.1.9,IN
C03444,1.1.1.9,IN
C00008,1.1.1.94,IN
C00020,1.1.1.94,IN
C00212,1.1.1.94,IN
C00301,1.1.1.94,IN
C00037,1.1.1.95,IN
C00065,1.1.1.95,IN
C00301,1.1.1.95,IN
C00472,1.1.1.95,IN
C02617,1.1.1.95,IN
C03232,1.1.1.95,IN
C00628,1.1.1.96,IN
C01060,1.1.1.96,IN
C00209,1.1.2.4,IN
C00009,1.1.3.15,AC
C00072,1.1.3.15,AC
C00284,1.1.3.15,AC
C11215,1.1.3.15,AC
C00003,1.1.3.15,IN
C00022,1.1.3.15,IN
C00033,1.1.3.15,IN
C00042,1.1.3.15,IN
C00048,1.1.3.15,IN
C00079,1.1.3.15,IN
C00097,1.1.3.15,IN
C00109,1.1.3.15,IN
C00123,1.1.3.15,IN
C00141,1.1.3.15,IN
C00160,1.1.3.15,IN
C00163,1.1.3.15,IN
C00192,1.1.3.15,IN
C00193,1.1.3.15,IN
C00209,1.1.3.15,IN
C00233,1.1.3.15,IN
C00246,1.1.3.15,IN
C00383,1.1.3.15,IN
C00423,1.1.3.15,IN
C00604,1.1.3.15,IN
C00698,1.1.3.15,IN
C00725,1.1.3.15,IN
C00803,1.1.3.15,IN
C01585,1.1.3.15,IN
C01984,1.1.3.15,IN
C02147,1.1.3.15,IN
C03444,1.1.3.15,IN
C05984,1.1.3.15,IN
C07339,1.1.3.15,IN
C17714,1.1.3.15,IN
C19150,1.1.3.15,IN
C19434,1.1.3.15,IN
C00003,1.1.3.17,AC
C00576,1.1.3.17,IN
C07115,1.1.3.17,IN
C07536,1.1.3.17,IN
C07593,1.1.3.17,IN
C00003,1.1.3.2,IN
C00249,1.1.3.21,IN
C02679,1.1.3.21,IN
C00200,1.1.3.8,AC
C00072,1.1.3.8,IN
C00703,1.1.3.8,IN
C01413,1.1.3.8,IN
C00036,1.1.5.10,IN
C00209,1.1.5.10,IN
C01087,1.1.5.13,IN
C00093,1.1.5.3,IN
C00111,1.1.5.3,IN
C00118,1.1.5.3,IN
C00154,1.1.5.3,IN
C00197,1.1.5.3,IN
C00623,1.1.5.3,IN
C00661,1.1.5.3,IN
C00765,1.1.5.3,IN
C01661,1.1.5.3,IN
C03444,1.1.5.3,IN
C06911,1.1.5.3,IN
C07625,1.1.5.3,IN
C11343,1.1.5.3,IN
C00113,1.1.99.1,AC
C11378,1.1.99.1,AC
C00189,1.1.99.1,IN
C00576,1.1.99.1,IN
C02077,1.1.99.1,IN
C00604,1.1.99.24,IN
C01326,1.1.99.24,IN
C00007,1.1.99.6,AC
C00324,1.1.99.6,AC
C00022,1.1.99.6,IN
C00036,1.1.99.6,IN
C00186,1.1.99.6,IN
C00209,1.1.99.6,IN
C00284,1.1.99.6,IN
C00604,1.1.99.6,IN
C00703,1.1.99.6,IN
C03444,1.1.99.6,IN
C00469,1.10.1.1,AC
C00005,1.10.1.1,IN
C00090,1.10.1.1,IN
C00703,1.10.1.1,IN
C02625,1.10.1.1,IN
C03444,1.10.1.1,IN
C04167,1.10.1.1,IN
C00389,1.10.3.1,IN
C00903,1.10.3.1,IN
C01514,1.10.3.1,IN
C03951,1.10.3.1,IN
C04771,1.10.3.1,IN
C05903,1.10.3.1,IN
C06577,1.10.3.1,IN
C07190,1.10.3.1,IN
C08261,1.10.3.1,IN
C08650,1.10.3.1,IN
C08994,1.10.3.1,IN
C09731,1.10.3.1,IN
C10105,1.10.3.1,IN
C10761,1.10.3.1,IN
C12136,1.10.3.1,IN
C14516,1.10.3.1,IN
C15474,1.10.3.1,IN
C00007,1.10.3.5,AC
C00002,1.10.3.5,IN
C00044,1.10.3.5,IN
C00063,1.10.3.5,IN
C00106,1.10.3.5,IN
C00131,1.10.3.5,IN
C00147,1.10.3.5,IN
C00242,1.10.3.5,IN
C00284,1.10.3.5,IN
C00286,1.10.3.5,IN
C00355,1.10.3.5,IN
C00380,1.10.3.5,IN
C00458,1.10.3.5,IN
C01326,1.10.3.5,IN
C14818,1.10.3.5,IN
C00389,1.10.5.1,IN
C00780,1.10.5.1,IN
C00796,1.10.5.1,IN
C00951,1.10.5.1,IN
C00978,1.10.5.1,IN
C01477,1.10.5.1,IN
C01514,1.10.5.1,IN
C01598,1.10.5.1,IN
C03582,1.10.5.1,IN
C04293,1.10.5.1,IN
C05301,1.10.5.1,IN
C05623,1.10.5.1,IN
C05903,1.10.5.1,IN
C06526,1.10.5.1,IN
C06563,1.10.5.1,IN
C07339,1.10.5.1,IN
C07535,1.10.5.1,IN
C07625,1.10.5.1,IN
C07627,1.10.5.1,IN
C07633,1.10.5.1,IN
C10028,1.10.5.1,IN
C10029,1.10.5.1,IN
C10043,1.10.5.1,IN
C10044,1.10.5.1,IN
C10084,1.10.5.1,IN
C10105,1.10.5.1,IN
C10287,1.10.5.1,IN
C10654,1.10.5.1,IN
C14209,1.10.5.1,IN
C14317,1.10.5.1,IN
C19407,1.10.5.1,IN
C19488,1.10.5.1,IN
C00951,1.11.1.12,AC
C04483,1.11.1.12,AC
C18385,1.11.1.12,AC
C02477,1.11.1.12,IN
C00027,1.11.1.24,AC
C16845,1.11.1.24,IN
C11166,1.11.1.5,AC
C00376,1.11.1.6,AC
C00473,1.11.1.6,AC
C00777,1.11.1.6,AC
C00022,1.11.1.6,IN
C00027,1.11.1.6,IN
C00033,1.11.1.6,IN
C00049,1.11.1.6,IN
C00058,1.11.1.6,IN
C00067,1.11.1.6,IN
C00072,1.11.1.6,IN
C00078,1.11.1.6,IN
C00082,1.11.1.6,IN
C00088,1.11.1.6,IN
C00090,1.11.1.6,IN
C00097,1.11.1.6,IN
C00132,1.11.1.6,IN
C00149,1.11.1.6,IN
C00186,1.11.1.6,IN
C00192,1.11.1.6,IN
C00209,1.11.1.6,IN
C00249,1.11.1.6,IN
C00389,1.11.1.6,IN
C00469,1.11.1.6,IN
C00712,1.11.1.6,IN
C00742,1.11.1.6,IN
C00928,1.11.1.6,IN
C00954,1.11.1.6,IN
C01108,1.11.1.6,IN
C01380,1.11.1.6,IN
C01384,1.11.1.6,IN
C01424,1.11.1.6,IN
C01477,1.11.1.6,IN
C01514,1.11.1.6,IN
C01530,1.11.1.6,IN
C01595,1.11.1.6,IN
C02441,1.11.1.6,IN
C03444,1.11.1.6,IN
C05903,1.11.1.6,IN
C06426,1.11.1.6,IN
C06428,1.11.1.6,IN
C06562,1.11.1.6,IN
C07455,1.11.1.6,IN
C07456,1.11.1.6,IN
C09731,1.11.1.6,IN
C10044,1.11.1.6,IN
C10107,1.11.1.6,IN
C11261,1.11.1.6,IN
C12136,1.11.1.6,IN
C12249,1.11.1.6,IN
C12518,1.11.1.6,IN
C18673,1.11.1.6,IN
C19610,1.11.1.6,IN
C00051,1.11.1.7,AC
C00097,1.11.1.7,AC
C06809,1.11.1.7,AC
C07418,1.11.1.7,AC
C00078,1.11.1.7,IN
C00192,1.11.1.7,IN
C00284,1.11.1.7,IN
C00389,1.11.1.7,IN
C00398,1.11.1.7,IN
C00604,1.11.1.7,IN
C01598,1.11.1.7,IN
C01751,1.11.1.7,IN
C01926,1.11.1.7,IN
C02441,1.11.1.7,IN
C02983,1.11.1.7,IN
C06563,1.11.1.7,IN
C07190,1.11.1.7,IN
C07458,1.11.1.7,IN
C07523,1.11.1.7,IN
C08737,1.11.1.7,IN
C11261,1.11.1.7,IN
C11343,1.11.1.7,IN
C13038,1.11.1.7,IN
C18673,1.11.1.7,IN
C19150,1.11.1.7,IN
C14215,1.11.1.8,AC
C14283,1.11.1.8,AC
C14325,1.11.1.8,AC
C00027,1.11.1.8,IN
C00051,1.11.1.8,IN
C00073,1.11.1.8,IN
C00078,1.11.1.8,IN
C00079,1.11.1.8,IN
C00082,1.11.1.8,IN
C00097,1.11.1.8,IN
C00135,1.11.1.8,IN
C00389,1.11.1.8,IN
C00509,1.11.1.8,IN
C00568,1.11.1.8,IN
C00708,1.11.1.8,IN
C01326,1.11.1.8,IN
C01751,1.11.1.8,IN
C01755,1.11.1.8,IN
C05903,1.11.1.8,IN
C06354,1.11.1.8,IN
C06563,1.11.1.8,IN
C06697,1.11.1.8,IN
C07190,1.11.1.8,IN
C10041,1.11.1.8,IN
C10105,1.11.1.8,IN
C10107,1.11.1.8,IN
C11155,1.11.1.8,IN
C11169,1.11.1.8,IN
C11261,1.11.1.8,IN
C13624,1.11.1.8,IN
C14185,1.11.1.8,IN
C14321,1.11.1.8,IN
C14335,1.11.1.8,IN
C14415,1.11.1.8,IN
C14435,1.11.1.8,IN
C18142,1.11.1.8,IN
C19304,1.11.1.8,IN
C00097,1.11.1.9,AC
C01576,1.11.1.9,AC
C05684,1.11.1.9,AC
C06563,1.11.1.9,AC
C00005,1.11.1.9,IN
C00038,1.11.1.9,IN
C00155,1.11.1.9,IN
C00212,1.11.1.9,IN
C00546,1.11.1.9,IN
C01326,1.11.1.9,IN
C06429,1.11.1.9,IN
C06755,1.11.1.9,IN
C12876,1.11.1.9,IN
C14448,1.11.1.9,IN
C19150,1.11.1.9,IN
C00051,1.11.2.2,AC
C00072,1.11.2.2,AC
C00097,1.11.2.2,AC
C00698,1.11.2.2,AC
C00780,1.11.2.2,AC
C01913,1.11.2.2,AC
C06809,1.11.2.2,AC
C07418,1.11.2.2,AC
C13563,1.11.2.2,AC
C00027,1.11.2.2,IN
C00073,1.11.2.2,IN
C00088,1.11.2.2,IN
C00283,1.11.2.2,IN
C00366,1.11.2.2,IN
C00389,1.11.2.2,IN
C00708,1.11.2.2,IN
C00720,1.11.2.2,IN
C01326,1.11.2.2,IN
C01438,1.11.2.2,IN
C01514,1.11.2.2,IN
C01617,1.11.2.2,IN
C01926,1.11.2.2,IN
C05903,1.11.2.2,IN
C06804,1.11.2.2,IN
C07054,1.11.2.2,IN
C07666,1.11.2.2,IN
C10041,1.11.2.2,IN
C10107,1.11.2.2,IN
C10443,1.11.2.2,IN
C11261,1.11.2.2,IN
C11343,1.11.2.2,IN
C19231,1.11.2.2,IN
C00027,1.13.11.11,AC
C01326,1.13.11.11,IN
C11129,1.13.11.11,IN
C00087,1.13.11.19,AC
C00192,1.13.11.19,AC
C00283,1.13.11.19,AC
C00928,1.13.11.19,AC
C01528,1.13.11.19,AC
C00097,1.13.11.19,IN
C00604,1.13.11.19,IN
C00831,1.13.11.19,IN
C01678,1.13.11.19,IN
C19150,1.13.11.19,IN
C19434,1.13.11.19,IN
C00003,1.13.11.20,AC
C00005,1.13.11.20,AC
C00073,1.13.11.20,AC
C00097,1.13.11.20,AC
C00192,1.13.11.20,AC
C00735,1.13.11.20,AC
C00793,1.13.11.20,AC
C01678,1.13.11.20,AC
C03727,1.13.11.20,AC
C05330,1.13.11.20,AC
C06809,1.13.11.20,AC
C14818,1.13.11.20,AC
C19150,1.13.11.20,AC
C19434,1.13.11.20,AC
C00026,1.13.11.20,IN
C00049,1.13.11.20,IN
