ENSMUSG,mmu,Enzyme
ENSMUSG00000034329,237911,5.6.2.3
ENSMUSG00000018574,11370,1.3.8.9
ENSMUSG00000070544,21969,5.6.2.1
ENSMUSG00000075703,28042,2.7.8.1
ENSMUSG00000078440,102115,1.14.99.29
ENSMUSG00000030850,11907,2.3.2.8
ENSMUSG00000068329,64704,3.4.21.108
ENSMUSG00000028405,11428,4.2.1.3
ENSMUSG00000009145,93838,3.6.4.13
ENSMUSG00000040296,230073,3.6.4.13
ENSMUSG00000026986,140483,2.1.1.8
ENSMUSG00000027207,69976,2.7.1.157
ENSMUSG00000030036,57377,3.2.1.106
ENSMUSG00000020521,76892,2.3.2.27
ENSMUSG00000036822,106021,2.3.2.27
ENSMUSG00000020516,72508,2.7.11.1
ENSMUSG00000029171,66681,5.4.2.2
ENSMUSG00000029171,66681,5.4.2.7
ENSMUSG00000028207,65973,1.14.11.16
ENSMUSG00000027905,53975,3.6.4.13
ENSMUSG00000016933,18803,3.1.4.11
ENSMUSG00000026335,18484,1.14.17.3
ENSMUSG00000026335,18484,4.3.2.5
ENSMUSG00000040907,232975,7.2.2.13
ENSMUSG00000026192,108147,2.1.2.3
ENSMUSG00000026192,108147,3.5.4.10
ENSMUSG00000005469,18747,2.7.11.11
ENSMUSG00000049717,319583,6.5.1.1
ENSMUSG00000030725,67164,2.3.1.181
ENSMUSG00000042572,70093,2.3.2.23
ENSMUSG00000073435,79059,2.7.4.6
ENSMUSG00000060671,54667,7.6.2.1
ENSMUSG00000024228,67993,3.6.1.22
ENSMUSG00000020250,50493,1.8.1.9
ENSMUSG00000005667,17768,1.5.1.15
ENSMUSG00000005667,17768,3.5.4.9
ENSMUSG00000001909,212528,2.1.1.215
ENSMUSG00000001909,212528,2.1.1.216
ENSMUSG00000030729,70974,2.7.1.106
ENSMUSG00000035051,106794,3.6.4.13
ENSMUSG00000023330,69185,2.5.1.25
ENSMUSG00000030655,233789,2.7.11.1
ENSMUSG00000013593,226646,7.1.1.2
ENSMUSG00000027412,64899,3.1.3.4
ENSMUSG00000034612,58250,2.8.2.5
ENSMUSG00000040936,209012,2.7.11.1
ENSMUSG00000047496,320311,2.3.2.27
ENSMUSG00000028411,66408,3.6.1.70
ENSMUSG00000028411,66408,3.6.1.71
ENSMUSG00000028411,66408,3.6.1.72
ENSMUSG00000020256,216188,1.5.1.6
ENSMUSG00000006403,240913,3.4.24.82
ENSMUSG00000055850,66510,2.3.2.27
ENSMUSG00000051048,320452,1.14.11.2
ENSMUSG00000024014,18712,2.7.11.1
ENSMUSG00000072582,217057,3.1.1.29
ENSMUSG00000053460,56316,4.1.1.90
ENSMUSG00000053907,232087,2.5.1.6
ENSMUSG00000030718,72590,3.1.1.89
ENSMUSG00000032216,17999,2.3.2.26
ENSMUSG00000026404,67997,3.6.4.13
ENSMUSG00000030228,18705,2.7.1.154
ENSMUSG00000020719,13207,3.6.4.13
ENSMUSG00000028413,14595,2.4.1.22
ENSMUSG00000028413,14595,2.4.1.90
ENSMUSG00000028413,14595,2.4.1.38
ENSMUSG00000010461,14051,3.1.3.48
ENSMUSG00000060131,241633,7.6.2.1
ENSMUSG00000003808,66590,6.1.1.20
ENSMUSG00000007029,22321,6.1.1.9
ENSMUSG00000003809,270076,1.3.8.6
ENSMUSG00000003812,13423,3.1.22.1
ENSMUSG00000053693,56527,2.7.11.1
ENSMUSG00000047205,75219,3.1.3.16
ENSMUSG00000047205,75219,3.1.3.48
ENSMUSG00000031732,244650,3.1.3.16
ENSMUSG00000018425,67487,3.6.4.13
ENSMUSG00000001670,234724,2.6.1.5
ENSMUSG00000030652,12850,1.14.99.60
ENSMUSG00000029596,257635,4.3.1.17
ENSMUSG00000029596,257635,4.3.1.19
ENSMUSG00000061666,66569,3.1.4.39
ENSMUSG00000046441,234728,2.1.1.296
ENSMUSG00000029597,231691,4.3.1.17
ENSMUSG00000029597,231691,4.3.1.19
ENSMUSG00000018363,66313,2.3.2.26
ENSMUSG00000007039,51793,3.5.3.18
ENSMUSG00000015189,213819,2.3.1.45
ENSMUSG00000007036,193742,3.1.1.23
ENSMUSG00000044340,98432,3.1.3.16
ENSMUSG00000036241,67615,2.3.2.23
ENSMUSG00000009905,70750,1.1.1.102
ENSMUSG00000050445,13124,1.14.14.139
ENSMUSG00000027359,26458,6.2.1.3
ENSMUSG00000018548,68729,2.3.2.27
ENSMUSG00000066235,215494,2.4.1.312
ENSMUSG00000002588,18979,3.1.1.2
ENSMUSG00000002588,18979,3.1.8.1
ENSMUSG00000049721,53897,2.8.2.11
ENSMUSG00000027360,15186,4.1.1.22
ENSMUSG00000046442,320472,3.1.3.16
ENSMUSG00000029759,269823,3.1.1.2
ENSMUSG00000029759,269823,3.1.8.1
ENSMUSG00000038145,20623,2.7.11.1
ENSMUSG00000032667,330260,3.1.1.2
ENSMUSG00000032667,330260,3.1.8.1
ENSMUSG00000027221,76969,2.8.2.21
ENSMUSG00000019577,27273,2.7.11.2
ENSMUSG00000006307,75410,2.1.1.354
ENSMUSG00000026395,19264,3.1.3.48
ENSMUSG00000028127,19299,7.6.2.4
ENSMUSG00000034663,140780,2.7.11.1
ENSMUSG00000053141,19281,3.1.3.48
ENSMUSG00000049225,381511,3.1.3.43
ENSMUSG00000028443,66401,3.6.1.17
ENSMUSG00000046000,97243,2.3.1.255
ENSMUSG00000050553,14626,2.7.1.30
ENSMUSG00000028053,192195,2.1.1.354
ENSMUSG00000029752,27053,6.3.5.4
ENSMUSG00000042460,94192,2.4.1.122
ENSMUSG00000032540,67469,2.3.1.51
ENSMUSG00000020228,117599,5.6.2.3
ENSMUSG00000025903,18777,3.1.1.5
ENSMUSG00000020227,73914,2.7.11.1
ENSMUSG00000029599,71990,3.6.4.13
ENSMUSG00000019432,53817,3.6.4.13
ENSMUSG00000059743,110196,2.5.1.1
ENSMUSG00000059743,110196,2.5.1.10
ENSMUSG00000013787,110147,2.1.1.355
ENSMUSG00000041237,18770,2.7.1.40
ENSMUSG00000034674,21665,3.2.2.29
ENSMUSG00000076441,11898,6.3.4.5
ENSMUSG00000042688,50772,2.7.11.24
ENSMUSG00000068917,12748,2.7.12.1
ENSMUSG00000026393,59125,2.7.11.34
ENSMUSG00000051747,22138,2.7.11.1
ENSMUSG00000025350,19682,1.1.1.315
ENSMUSG00000028048,14466,3.2.1.45
ENSMUSG00000025786,69035,2.3.1.225
ENSMUSG00000029334,19092,2.7.11.12
ENSMUSG00000028223,67460,1.3.1.124
ENSMUSG00000019843,14360,2.7.10.2
ENSMUSG00000007038,18010,3.2.1.18
ENSMUSG00000041135,192656,2.7.11.1
ENSMUSG00000029603,14357,2.3.2.27
ENSMUSG00000045038,18754,2.7.11.13
ENSMUSG00000035202,102436,6.1.1.4
ENSMUSG00000029199,79464,2.8.1.8
ENSMUSG00000029201,22235,1.1.1.22
ENSMUSG00000019841,19714,2.7.7.7
ENSMUSG00000063179,214580,2.7.1.164
ENSMUSG00000073987,14590,3.4.19.9
ENSMUSG00000020190,17347,2.7.11.1
ENSMUSG00000030861,66885,1.3.8.5
ENSMUSG00000066861,23960,2.7.7.84
ENSMUSG00000029203,53323,2.3.2.23
ENSMUSG00000052776,246730,2.7.7.84
ENSMUSG00000047562,17384,3.4.24.22
ENSMUSG00000005800,17394,3.4.24.34
ENSMUSG00000017868,27219,2.7.11.1
ENSMUSG00000043089,83995,3.4.24.7
ENSMUSG00000060477,108960,2.7.11.1
ENSMUSG00000032599,76500,2.7.4.21
ENSMUSG00000026189,111175,1.3.1.38
ENSMUSG00000039615,56424,2.3.2.27
ENSMUSG00000039372,381270,2.3.2.27
ENSMUSG00000025735,214951,3.4.21.105
ENSMUSG00000028457,320571,7.6.2.1
ENSMUSG00000043733,19247,3.1.3.48
ENSMUSG00000030302,11941,7.2.2.10
ENSMUSG00000025899,67667,2.1.1.229
ENSMUSG00000027363,84092,3.4.19.12
ENSMUSG00000041624,234889,4.6.1.2
ENSMUSG00000029326,67870,3.1.3.77
ENSMUSG00000028458,21754,2.7.12.1
ENSMUSG00000034354,74302,3.1.3.48
ENSMUSG00000034354,74302,3.1.3.64
ENSMUSG00000034354,74302,3.1.3.95
ENSMUSG00000019987,11846,3.5.3.1
ENSMUSG00000001642,11677,1.1.1.21
ENSMUSG00000025888,12362,3.4.22.36
ENSMUSG00000033538,12363,3.4.22.57
ENSMUSG00000033538,12363,3.4.22.64
ENSMUSG00000057177,606496,2.7.11.26
ENSMUSG00000050965,18750,2.7.11.13
ENSMUSG00000030930,77590,2.8.2.33
ENSMUSG00000028463,230099,4.2.1.1
ENSMUSG00000042744,269700,2.3.2.26
ENSMUSG00000026842,11350,2.7.10.2
ENSMUSG00000018401,170749,3.1.3.48
ENSMUSG00000018401,170749,3.1.3.64
ENSMUSG00000018401,170749,3.1.3.95
ENSMUSG00000030934,18242,2.6.1.13
ENSMUSG00000028467,230101,3.2.1.45
ENSMUSG00000057729,19152,3.4.21.76
ENSMUSG00000020125,50701,3.4.21.37
ENSMUSG00000061780,11537,3.4.21.46
ENSMUSG00000013629,69719,6.3.5.5
ENSMUSG00000013629,69719,2.1.3.2
ENSMUSG00000013629,69719,3.5.2.3
ENSMUSG00000024422,69192,3.6.4.13
ENSMUSG00000028469,230103,4.6.1.2
ENSMUSG00000030946,76429,3.6.1.1
ENSMUSG00000024426,73242,2.3.1.108
ENSMUSG00000000320,11684,1.13.11.31
ENSMUSG00000018907,11685,1.13.11.31
ENSMUSG00000049723,17381,3.4.24.65
ENSMUSG00000034177,207742,2.3.2.27
ENSMUSG00000041620,83996,3.4.24.7
ENSMUSG00000043613,17392,3.4.24.17
ENSMUSG00000020151,19279,3.1.3.48
ENSMUSG00000028479,50798,3.2.1.183
ENSMUSG00000028479,50798,2.7.1.60
ENSMUSG00000017697,11486,3.5.4.4
ENSMUSG00000027365,58800,2.7.11.1
ENSMUSG00000040046,21990,1.14.16.4
ENSMUSG00000035696,73469,2.3.2.27
ENSMUSG00000029454,17165,2.7.11.1
ENSMUSG00000024446,67676,3.1.26.5
ENSMUSG00000045409,79263,2.3.2.27
ENSMUSG00000035683,17279,2.7.11.1
ENSMUSG00000032440,21813,2.7.11.30
ENSMUSG00000029455,11669,1.2.1.3
ENSMUSG00000030967,360216,3.4.19.12
ENSMUSG00000035637,76238,1.1.1.79
ENSMUSG00000035637,76238,1.1.1.81
ENSMUSG00000009350,17523,1.11.2.2
ENSMUSG00000007107,27222,7.2.2.13
ENSMUSG00000027011,22193,2.3.2.23
ENSMUSG00000033849,26878,2.4.1.86
ENSMUSG00000005447,18476,3.1.1.47
ENSMUSG00000035601,69934,2.1.1.221
ENSMUSG00000027195,56348,1.1.1.62
ENSMUSG00000027195,56348,1.1.1.330
ENSMUSG00000009356,76113,1.11.1.7
ENSMUSG00000002825,60507,2.4.2.64
ENSMUSG00000004929,50492,3.4.24.15
ENSMUSG00000033335,13430,3.6.5.5
ENSMUSG00000018286,19175,3.4.25.1
ENSMUSG00000007097,98660,7.2.2.13
ENSMUSG00000035027,26396,2.7.12.2
ENSMUSG00000035561,72535,1.2.1.3
ENSMUSG00000001999,109778,1.3.1.24
ENSMUSG00000052234,13861,1.11.1.7
ENSMUSG00000030970,13017,1.1.1.428
ENSMUSG00000004934,59004,2.3.2.27
ENSMUSG00000029458,72399,2.3.2.27
ENSMUSG00000034974,13144,2.7.11.1
ENSMUSG00000018189,56207,3.4.19.12
ENSMUSG00000004939,69564,2.7.1.22
ENSMUSG00000004939,69564,2.7.1.173
ENSMUSG00000020828,18806,3.1.4.4
ENSMUSG00000004933,17179,2.7.10.2
ENSMUSG00000003123,16890,3.1.1.79
ENSMUSG00000032185,59035,2.1.1.319
ENSMUSG00000030972,272428,6.2.1.2
ENSMUSG00000028334,94181,2.5.1.56
ENSMUSG00000028334,94181,2.5.1.57
ENSMUSG00000028334,94181,2.5.1.132
ENSMUSG00000003660,320632,3.6.4.13
ENSMUSG00000038279,110109,2.1.1.310
ENSMUSG00000039774,230145,2.4.1.41
ENSMUSG00000057666,14433,1.2.1.12
ENSMUSG00000007613,21812,2.7.11.30
ENSMUSG00000030945,233799,6.2.1.2
ENSMUSG00000026544,68440,3.1.3.16
ENSMUSG00000026544,68440,3.1.3.48
ENSMUSG00000056220,18783,3.1.1.4
ENSMUSG00000056880,73748,4.1.1.29
ENSMUSG00000056880,73748,4.1.1.11
ENSMUSG00000029147,14208,3.1.3.16
ENSMUSG00000032487,19225,1.14.99.1
ENSMUSG00000033364,319651,3.4.19.12
ENSMUSG00000032310,13077,1.14.14.1
ENSMUSG00000032315,13076,1.14.14.1
ENSMUSG00000060317,209186,2.3.1.65
ENSMUSG00000060317,209186,3.1.2.2
ENSMUSG00000070985,230161,2.3.1.65
ENSMUSG00000070985,230161,3.1.2.2
ENSMUSG00000039653,12012,2.3.1.65
ENSMUSG00000039653,12012,3.1.2.2
ENSMUSG00000028307,230163,4.1.2.13
ENSMUSG00000032316,102414,2.7.12.1
ENSMUSG00000028309,109331,2.3.2.27
ENSMUSG00000029992,14583,2.6.1.16
ENSMUSG00000027368,13537,3.1.3.16
ENSMUSG00000027368,13537,3.1.3.48
ENSMUSG00000061311,19373,2.3.2.27
ENSMUSG00000033533,117147,6.2.1.2
ENSMUSG00000027164,22034,2.3.2.27
ENSMUSG00000000275,217069,2.3.2.27
ENSMUSG00000047026,233801,6.2.1.2
ENSMUSG00000026173,18802,3.1.4.11
ENSMUSG00000000276,56077,2.7.1.107
ENSMUSG00000004455,19047,3.1.3.16
ENSMUSG00000100153,434233,3.1.3.16
ENSMUSG00000039254,99011,2.4.1.109
ENSMUSG00000046338,215456,2.3.1.15
ENSMUSG00000057337,53374,2.8.2.17
ENSMUSG00000061838,20917,6.2.1.4
ENSMUSG00000061838,20917,6.2.1.5
ENSMUSG00000032607,434437,2.1.2.10
ENSMUSG00000040021,16798,2.7.11.1
ENSMUSG00000002550,22245,2.7.1.48
ENSMUSG00000030051,72103,4.2.99.18
ENSMUSG00000019794,23924,5.6.1.1
ENSMUSG00000063856,14775,1.11.1.9
ENSMUSG00000032612,22258,3.4.19.12
ENSMUSG00000020827,50932,2.7.11.1
ENSMUSG00000015757,67418,5.2.1.8
ENSMUSG00000040706,75986,3.5.3.11
ENSMUSG00000019795,18537,2.1.1.77
ENSMUSG00000028914,12371,3.4.22.62
ENSMUSG00000001403,68612,2.3.2.23
ENSMUSG00000036893,77683,2.1.1.355
ENSMUSG00000058579,13706,3.4.21.71
ENSMUSG00000030935,20216,6.2.1.2
ENSMUSG00000029136,71336,2.7.1.15
ENSMUSG00000030271,18294,4.2.99.18
ENSMUSG00000032604,97541,6.1.1.18
ENSMUSG00000030272,52163,2.7.11.17
ENSMUSG00000074781,93765,2.3.2.23
ENSMUSG00000020029,71207,3.6.1.52
ENSMUSG00000028750,18781,3.1.1.4
ENSMUSG00000028749,26971,3.1.1.4
ENSMUSG00000041202,18782,3.1.1.4
ENSMUSG00000041193,18784,3.1.1.4
ENSMUSG00000026171,57751,2.3.2.27
ENSMUSG00000058908,18780,3.1.1.4
ENSMUSG00000028751,26970,3.1.1.4
ENSMUSG00000041161,73162,3.4.19.12
ENSMUSG00000036114,69961,3.1.26.5
ENSMUSG00000041961,407821,2.3.2.27
ENSMUSG00000019942,12534,2.7.11.22
ENSMUSG00000019942,12534,2.7.11.23
ENSMUSG00000036073,14430,2.7.7.12
ENSMUSG00000026526,14194,4.2.1.2
ENSMUSG00000039783,98256,1.14.13.9
ENSMUSG00000073792,320438,2.4.1.267
ENSMUSG00000030284,171508,5.3.4.1
ENSMUSG00000062867,23918,1.1.1.205
ENSMUSG00000034748,50721,2.3.1.286
ENSMUSG00000033276,269209,2.7.11.1
ENSMUSG00000063851,76072,2.3.2.31
ENSMUSG00000029674,16885,2.7.11.1
ENSMUSG00000017307,170789,3.1.2.27
ENSMUSG00000040746,70510,2.3.2.27
ENSMUSG00000059173,18573,3.1.4.17
ENSMUSG00000064145,23807,2.3.2.31
ENSMUSG00000029134,665270,3.1.1.4
ENSMUSG00000029134,665270,3.1.1.5
ENSMUSG00000028393,17025,4.2.1.24
ENSMUSG00000028394,59001,2.7.7.7
ENSMUSG00000006676,71472,3.4.19.12
ENSMUSG00000050114,320769,1.11.1.7
ENSMUSG00000050114,320769,1.11.1.27
ENSMUSG00000062937,66902,2.4.2.28
ENSMUSG00000033257,67534,6.3.2.62
ENSMUSG00000014956,19046,3.1.3.16
ENSMUSG00000060600,13808,4.2.1.11
ENSMUSG00000026170,104086,1.14.15.15
ENSMUSG00000020623,26399,2.7.12.2
ENSMUSG00000030653,207728,3.1.4.17
ENSMUSG00000110195,207728,3.1.4.17
ENSMUSG00000026975,67228,3.1.1.97
ENSMUSG00000005378,66138,2.1.1.309
ENSMUSG00000032566,73532,3.6.1.62
ENSMUSG00000032566,73532,3.6.1.64
ENSMUSG00000030471,243983,2.3.1.225
ENSMUSG00000017760,19025,3.4.16.5
ENSMUSG00000030905,12971,1.5.1.25
ENSMUSG00000020475,56012,5.4.2.11
ENSMUSG00000020474,54125,2.7.7.7
ENSMUSG00000041836,19267,3.1.3.48
ENSMUSG00000026201,20872,2.7.11.1
ENSMUSG00000040013,94244,5.2.1.8
ENSMUSG00000000916,100609,2.1.1.311
ENSMUSG00000010660,18799,3.1.4.11
ENSMUSG00000026204,19275,3.1.3.48
ENSMUSG00000026209,13437,3.4.11.21
ENSMUSG00000010651,235674,2.3.1.16
ENSMUSG00000027001,68082,3.1.3.16
ENSMUSG00000027001,68082,3.1.3.48
ENSMUSG00000041798,103988,2.7.1.2
ENSMUSG00000036737,108737,2.7.11.1
ENSMUSG00000026207,11790,2.7.11.1
ENSMUSG00000005514,18984,1.6.2.4
ENSMUSG00000036138,113868,2.3.1.16
ENSMUSG00000054612,17314,2.1.1.63
ENSMUSG00000052512,78286,5.6.2.4
ENSMUSG00000019179,17448,1.1.1.37
ENSMUSG00000036833,241274,3.1.1.5
ENSMUSG00000004947,74198,2.3.2.27
ENSMUSG00000052423,57370,2.4.1.90
ENSMUSG00000052423,57370,2.4.1.38
ENSMUSG00000062729,19044,1.3.3.4
ENSMUSG00000062729,19044,1.3.3.15
ENSMUSG00000030505,71974,2.1.1.319
ENSMUSG00000032565,75686,3.6.1.62
ENSMUSG00000032565,75686,3.6.1.64
ENSMUSG00000053716,235584,3.1.3.16
ENSMUSG00000053716,235584,3.1.3.48
ENSMUSG00000023262,109652,3.5.1.14
ENSMUSG00000001249,15451,3.4.21.106
ENSMUSG00000017737,17395,3.4.24.35
ENSMUSG00000013997,27045,3.5.1.128
ENSMUSG00000039754,72041,1.14.11.51
ENSMUSG00000003810,17776,2.7.11.1
ENSMUSG00000023249,235587,2.4.2.30
ENSMUSG00000053483,30941,3.4.19.12
ENSMUSG00000034552,71861,2.3.2.27
ENSMUSG00000062478,76701,3.4.21.2
ENSMUSG00000057897,12323,2.7.11.17
ENSMUSG00000014361,17289,2.7.10.1
ENSMUSG00000004393,52513,3.6.4.13
ENSMUSG00000029730,17220,5.6.2.3
ENSMUSG00000084234,243996,1.1.1.41
ENSMUSG00000041608,215446,3.6.1.5
ENSMUSG00000027394,69737,6.3.2.25
ENSMUSG00000032997,74241,2.4.1.175
ENSMUSG00000032997,74241,2.4.1.226
ENSMUSG00000027395,20017,2.7.7.6
ENSMUSG00000040550,72201,3.4.19.12
ENSMUSG00000028221,72519,3.1.3.78
ENSMUSG00000004936,26395,2.7.12.2
ENSMUSG00000035064,13631,2.7.11.20
ENSMUSG00000035337,93841,3.4.19.12
ENSMUSG00000020456,18293,1.2.4.2
ENSMUSG00000025854,80752,2.7.11.1
ENSMUSG00000018858,68572,3.1.1.29
ENSMUSG00000026600,20652,2.3.1.26
ENSMUSG00000010911,56369,4.2.1.109
ENSMUSG00000040620,216877,3.6.4.13
ENSMUSG00000025787,331046,2.3.2.13
ENSMUSG00000032267,235323,3.4.19.12
ENSMUSG00000070645,19701,3.4.23.15
ENSMUSG00000070644,214253,2.7.1.82
ENSMUSG00000025477,212111,3.1.3.56
ENSMUSG00000020736,50773,3.1.3.5
ENSMUSG00000071866,268373,5.2.1.8
ENSMUSG00000032257,244859,2.7.11.1
ENSMUSG00000043411,170707,3.4.19.12
ENSMUSG00000032101,30959,3.6.4.13
ENSMUSG00000027187,12359,1.11.1.6
ENSMUSG00000032103,67049,5.4.99.45
ENSMUSG00000057530,230857,3.4.24.71
ENSMUSG00000028766,11647,3.1.3.1
ENSMUSG00000036639,17766,3.6.1.55
ENSMUSG00000036639,17766,3.6.1.56
ENSMUSG00000041058,107568,2.3.2.26
ENSMUSG00000029557,68017,2.1.1.166
ENSMUSG00000046321,195646,2.8.2.29
ENSMUSG00000052997,50995,6.2.1.45
ENSMUSG00000036599,59031,2.8.2.5
ENSMUSG00000028719,66588,2.7.4.14
ENSMUSG00000029570,16848,2.4.1.222
ENSMUSG00000063317,76179,3.4.19.12
ENSMUSG00000036427,14751,5.3.1.9
ENSMUSG00000028964,57320,3.5.1.124
ENSMUSG00000026484,19821,2.3.2.27
ENSMUSG00000036813,72090,3.6.1.5
ENSMUSG00000037885,67333,2.7.11.1
ENSMUSG00000027401,21818,2.3.2.13
ENSMUSG00000025968,227197,7.1.1.2
ENSMUSG00000020431,432530,4.6.1.1
ENSMUSG00000030871,67417,6.1.1.17
ENSMUSG00000039740,56737,2.4.1.132
ENSMUSG00000039740,56737,2.4.1.257
ENSMUSG00000040471,71522,2.3.2.2
ENSMUSG00000040471,71522,3.4.19.13
ENSMUSG00000026825,13429,3.6.5.5
ENSMUSG00000028378,67103,1.3.1.74
ENSMUSG00000028378,67103,1.3.1.48
ENSMUSG00000040463,18432,2.7.7.7
ENSMUSG00000029063,192185,2.7.1.23
ENSMUSG00000029062,12537,2.7.11.22
ENSMUSG00000026176,227292,3.1.3.16
ENSMUSG00000074817,56522,2.7.7.19
ENSMUSG00000020794,67128,2.3.2.23
ENSMUSG00000029060,76580,2.3.2.27
ENSMUSG00000063931,18624,3.4.13.9
ENSMUSG00000070424,11875,2.4.2.31
ENSMUSG00000029038,68991,3.1.3.16
ENSMUSG00000026437,18557,2.7.11.22
ENSMUSG00000030996,11870,2.4.2.31
ENSMUSG00000045078,108086,2.3.2.31
ENSMUSG00000020407,22271,2.4.2.3
ENSMUSG00000030867,18817,2.7.11.21
ENSMUSG00000020182,13195,4.1.1.28
ENSMUSG00000020182,13195,4.1.1.105
ENSMUSG00000020788,53313,7.2.2.10
ENSMUSG00000030866,26918,2.7.11.1
ENSMUSG00000023286,140499,2.3.2.23
ENSMUSG00000049327,67956,2.1.1.361
ENSMUSG00000050796,117592,2.4.1.134
ENSMUSG00000029389,67848,3.6.4.13
ENSMUSG00000052889,18751,2.7.11.13
ENSMUSG00000020785,55984,2.7.11.17
ENSMUSG00000030779,19647,2.3.2.27
ENSMUSG00000029446,100678,3.1.3.3
ENSMUSG00000026820,96979,5.3.99.3
ENSMUSG00000050107,14841,2.7.11.1
ENSMUSG00000028541,53418,2.4.1.22
ENSMUSG00000028541,53418,2.4.1.90
ENSMUSG00000028541,53418,2.4.1.38
ENSMUSG00000025537,18682,2.7.11.19
ENSMUSG00000039725,381406,2.7.11.1
ENSMUSG00000066735,69568,1.17.4.4
ENSMUSG00000017897,14049,3.1.3.48
ENSMUSG00000025534,110006,3.2.1.31
ENSMUSG00000025533,109900,4.3.2.1
ENSMUSG00000027177,15259,2.7.11.1
ENSMUSG00000005951,74637,2.7.1.14
ENSMUSG00000030491,71981,3.6.4.13
ENSMUSG00000029319,71883,2.5.1.39
ENSMUSG00000035273,15442,3.2.1.166
ENSMUSG00000074997,241593,5.2.1.8
ENSMUSG00000035266,191578,5.6.2.4
ENSMUSG00000027678,17979,2.3.1.48
ENSMUSG00000020122,13649,2.7.10.1
ENSMUSG00000030451,15204,2.3.2.26
ENSMUSG00000029314,231510,2.3.1.15
ENSMUSG00000074797,16434,3.6.1.66
ENSMUSG00000026450,71884,3.2.1.14
ENSMUSG00000030978,20133,1.17.4.1
ENSMUSG00000030966,20821,2.3.2.27
ENSMUSG00000073968,101700,2.3.2.27
ENSMUSG00000010554,67493,2.1.1.346
ENSMUSG00000025324,11982,7.6.2.1
ENSMUSG00000042854,76367,2.7.11.1
ENSMUSG00000057321,384701,3.4.19.12
ENSMUSG00000097993,13924,3.1.3.48
ENSMUSG00000020134,67245,2.3.2.27
ENSMUSG00000036646,227619,3.2.1.209
ENSMUSG00000031506,320139,3.1.3.48
ENSMUSG00000026958,83768,3.4.14.2
ENSMUSG00000050860,237928,3.1.3.75
ENSMUSG00000026064,19243,3.1.3.48
ENSMUSG00000117310,19243,3.1.3.48
ENSMUSG00000058976,13532,3.4.19.12
ENSMUSG00000030763,30949,2.1.1.233
ENSMUSG00000026956,227620,2.7.7.23
ENSMUSG00000026956,227620,2.7.7.83
ENSMUSG00000025326,22215,2.3.2.26
ENSMUSG00000001323,27364,5.1.1.18
ENSMUSG00000009772,74137,2.7.11.1
ENSMUSG00000001891,216558,2.7.7.9
ENSMUSG00000017999,228889,3.6.4.13
ENSMUSG00000030752,77035,1.14.11.73
ENSMUSG00000030750,67711,2.3.2.27
ENSMUSG00000020321,17449,1.1.1.37
ENSMUSG00000014349,268470,2.3.2.23
ENSMUSG00000038756,237930,6.3.2.61
ENSMUSG00000017969,19223,5.3.99.4
ENSMUSG00000025495,27388,2.7.8.29
ENSMUSG00000026096,72085,2.3.1.234
ENSMUSG00000026792,227738,2.3.2.27
ENSMUSG00000017929,56336,2.4.1.274
ENSMUSG00000025950,15926,1.1.1.42
ENSMUSG00000025949,18711,2.7.1.150
ENSMUSG00000018659,103711,1.4.3.5
ENSMUSG00000001441,19155,3.4.11.14
ENSMUSG00000015090,19215,5.3.99.2
ENSMUSG00000048234,67702,2.3.2.27
ENSMUSG00000025503,21351,2.2.1.2
ENSMUSG00000026074,26921,2.7.11.1
ENSMUSG00000027330,12531,3.1.3.48
ENSMUSG00000053046,75770,2.7.11.1
ENSMUSG00000020936,18107,2.3.1.97
ENSMUSG00000020937,72469,3.1.4.11
ENSMUSG00000026942,22030,2.3.2.27
ENSMUSG00000020941,53859,2.7.11.25
ENSMUSG00000026463,381290,7.2.2.10
ENSMUSG00000027540,19246,3.1.3.48
ENSMUSG00000037887,18218,3.1.3.16
ENSMUSG00000037887,18218,3.1.3.48
ENSMUSG00000020496,108660,2.3.2.27
ENSMUSG00000036964,56631,2.3.2.27
ENSMUSG00000020455,94091,2.3.2.27
ENSMUSG00000007891,13033,3.4.23.5
ENSMUSG00000078789,116905,2.5.1.108
ENSMUSG00000004846,26433,1.14.11.4
ENSMUSG00000004846,26433,2.4.1.50
ENSMUSG00000004846,26433,2.4.1.66
ENSMUSG00000036504,75454,3.9.1.3
ENSMUSG00000078919,13480,2.4.1.83
ENSMUSG00000074576,69372,2.7.7.80
ENSMUSG00000074576,69372,2.8.1.11
ENSMUSG00000043279,384309,2.3.2.27
ENSMUSG00000020444,14923,2.7.4.8
ENSMUSG00000023328,11423,3.1.1.7
ENSMUSG00000020549,68626,3.1.26.11
ENSMUSG00000041660,170442,1.14.11.1
ENSMUSG00000029710,13846,2.7.10.1
ENSMUSG00000038967,18604,2.7.11.2
ENSMUSG00000029715,74097,3.1.26.5
ENSMUSG00000038909,217127,2.3.1.48
ENSMUSG00000061878,20698,2.7.1.91
ENSMUSG00000000214,21823,1.14.16.2
ENSMUSG00000029165,231093,3.4.17.24
ENSMUSG00000029162,16548,2.7.1.3
ENSMUSG00000029536,384281,6.3.5.6
ENSMUSG00000029536,384281,6.3.5.7
ENSMUSG00000010755,27267,6.1.1.16
ENSMUSG00000029522,18778,3.1.1.4
ENSMUSG00000031090,78914,6.3.5.1
ENSMUSG00000058454,13360,1.3.1.21
