TF
Chd2
Park7
Nr5a1
Nr5a1
Chd4
Chd4
Sall1
Six2
Clock
Clock
Clock
Clock
Clock
Clock
Clock
Clock
Clock
Clock
Clock
Clock
Clock
Clock
Clock
Clock
Clock
Clock
Clock
Clock
Gata3
Gata3
Nr5a1
Nr5a1
Kdm1a
Rest
Rcor2
Ehmt2
Sin3a
Cdyl
Kdm1a
Sin3a
Rest
Kdm1a
Sin3a
Rest
Runx1
Runx1
Runx1
Rela
Rela
Rela
Rela
Rela
Rela
Myc
Sox2
Ctcf
Ctcf
Tcea1
Brf2
Gtf3c4
Gtf3c1
Brf1
Gtf3c2
Kdm6b
Smad3
Ncor2
Ncor1
Ncor1
Ncor2
Ncor2
Ncor2
Ncor2
Ncor2
Ncor2
Ncor2
Ncor2
Ctcf
Foxa2
Foxa2
Gabpa
Cebpa
Foxa2
Foxa2
Hnf4a
Ep300
Onecut1
Stag1
Hnf1a
Onecut1
Onecut1
Pknox1
Onecut1
Stag1
Rad21
Rad21
Gabpa
E2f4
Onecut1
Rest
Foxa2
Foxa1
Onecut1
Onecut1
Cebpa
Stag1
Foxa1
Hnf4a
Onecut1
Stag2
Hnf1a
Cebpa
Ep300
Rad21
Ctcf
Cebpa
Hnf4a
Foxa2
Cebpa
Hnf4a
Cebpa
Hnf1a
Ctcf
Cebpa
Crebbp
Cebpa
Cebpb
Fos
Myc
E2f4
Egr1
Elf1
Cbfa2t3
Gata2
E2f4
Jun
Ldb1
Max
Myb
Nfe2
Trp53
Rad21
Stat1
Stat3
Irf4
Irf4
Irf4
Irf4
Irf4
Irf4
Myt1
Rbpj
Irf4
Irf4
Irf4
Irf4
Irf4
Irf4
Esrrb
Klf4
Nanog
Pou5f1
Mbd3
Mbd3
Mbd3
Mbd3
Mbd3
Mbd3
Mbd3
Mbd3
Mbd3
Mbd3
Mbd3
Mbd3
Mbd3
Mbd3
Mbd3
Sall4
Sall4
Sall4
Mybl1
Mybl1
Mysm1
Mysm1
Mysm1
Mysm1
Mysm1
Mysm1
Mysm1
Mysm1
Nap1l1
Kat5
Smarca4
Foxa2
Smarca4
Smarca4
Foxa2
Nap1l1
Kat5
Kat5
Nap1l1
Xbp1
Xbp1
Tcf7l2
Tcf7l2
Tcf7l2
Tcf7l2
Esrrb
Klf4
Nanog
Nr3c1
Esrrb
Nanog
Pou5f1
Sox2
Sox2
Ep300
Nfia
Ep300
Meis1
Klf4
Klf4
Klf4
Klf4
Klf4
Klf4
Klf4
Klf4
Pou5f1
Pou5f1
Pou5f1
Pou5f1
Pou5f1
Pou5f1
Pou5f1
Klf4
Klf4
Klf4
Klf4
Pou5f1
Pou5f1
Pou5f1
Pou5f1
Mycn
Mycn
Mycn
Mycn
Mycn
Mycn
Ctcf
Ctcf
Ctcf
Ctcf
Ctcf
Ctcf
Rad21
Rad21
Gabpa
Rad21
Rad21
Cnot1
Cnot1
Cnot1
Bcl11a
Dpf2
Dpf2
Dpf2
Pou5f1
Sox2
Sox2
Paf1
Ctcf
Ctcf
Ctcf
Batf
Batf
Gata3
Gata3
Gata3
Gata3
Gata3
Hnf4a
Hnf4a
Hnf4a
Eed
Chd4
Chd4
Chd4
Chd4
Mbd3
Mbd3
Mbd3
Mbd3
Chd4
Klf4
Klf4
Klf4
Mbd3
Med12
Med12
Med12
Nanog
Nanog
Nanog
Klf4
Klf4
Klf4
Nanog
Nanog
Nanog
Chd4
Klf4
Klf4
Klf4
Mbd3
Med12
Nanog
Nanog
Nanog
Klf4
Klf4
Klf4
Nanog
Nanog
Nanog
Chd4
Mbd3
Chd4
Klf4
Klf4
Nanog
Nanog
Klf4
Klf4
Nanog
Nanog
Trim28
Ep300
Ep300
Gli3
Gli3
Trim28
Trim28
Trim28
Smarcd1
Smarcd1
Smarcd1
Xbp1
Xbp1
Wt1
Hdac3
Hdac3
Hdac3
Hdac3
Hdac3
Hdac3
Ezh2
Ezh2
Suz12
Suz12
Suz12
Ezh2
Ezh2
Suz12
Ezh2
Ezh2
Suz12
Suz12
Suz12
Ezh2
Ezh2
Suz12
Ezh2
Ezh2
Suz12
Suz12
Suz12
Ezh2
Ezh2
Suz12
Ezh2
Ezh2
Suz12
Suz12
Suz12
Ezh2
Ezh2
Suz12
Ezh2
Ezh2
Suz12
Suz12
Suz12
Ezh2
Ezh2
Suz12
Ezh2
Ezh2
Suz12
Suz12
Suz12
Ezh2
Ezh2
Suz12
Ezh2
Ezh2
Suz12
Suz12
Suz12
Ezh2
Ezh2
Suz12
Ezh2
Ezh2
Suz12
Suz12
Suz12
Ezh2
Ezh2
Suz12
Ezh2
Ezh2
Suz12
Suz12
Suz12
Ezh2
Ezh2
Suz12
Ezh2
Ezh2
Suz12
Suz12
Suz12
Ezh2
Ezh2
Suz12
Ezh2
Ezh2
Suz12
Suz12
Suz12
Ezh2
Ezh2
Suz12
Ezh2
Ezh2
Suz12
Suz12
Suz12
Ezh2
Ezh2
Suz12
Ascl1
Ascl1
Smarca4
Smarca4
Chd4
Hdac1
Crebbp
Chd4
Crebbp
Smarca4
Chd4
Chd4
Smarca4
Chd4
Smarca4
Smarca4
Hdac1
Crebbp
Chd4
Hdac1
Rela
Rela
Rela
Tcf7l2
Tcf7l2
Tcf7l2
Nkx2-2
Olig2
Nkx6-1
Sox2
Sox2
Nacc1
Nacc1
Nacc1
Pparg
Rxra
Rxra
Rxra
Pparg
Pparg
Pparg
Pparg
Pparg
Rxra
Rxra
Rxra
Ezh2
Rnf2
Suz12
Nanog
Nanog
Pou5f1
Sox2
Suz12
Suz12
Tcf3
Tcf3
Smarca4
Tal1
Tal1
Kdm6b
Gata1
Setdb1
Setdb1
Setdb1
Setdb1
Gata1
Irf4
Irf4
Irf4
Irf4
Irf4
Irf4
Irf4
Irf4
Stat3
Stat3
Stat3
Stat3
Stat3
Stat3
Stat3
Stat3
Stat3
Stat3
Stat3
Stat3
Stat3
Irf4
Irf4
Stat3
Stat3
Stat3
Stat3
Stat3
Mtf2
Jarid2
Jarid2
Ezh2
Suz12
Kdm5a
Jarid2
Jarid2
Suz12
Suz12
Mtf2
Bcl6
Nelfa
Supt5
Ctr9
Nfic
Nfic
Cxxc1
Kdm2a
Gata3
Gata3
Gata3
Gata3
Gata3
Gata3
Gata3
Gata3
Gata3
Gata3
Terf2ip
Terf2ip
Terf2ip
Terf2ip
Crx
Crx
Crx
Crx
Srf
Rara
Rara
Ebf1
Rag2
Rag2
Rag2
Ep300
Cebpa
Foxa2
Foxa1
E2f4
Ep300
Cebpa
E2f4
Sirt1
Pparg
Pparg
Spi1
Cebpb
Kdm1a
Ctcf
Ctcf
Ctcf
Ctcf
Pparg
Pparg
Nr1h2
Spi1
Spi1
Rxra
Rxra
Rxra
Rxra
Rxra
Rxra
Rxra
Rxra
Stat3
Cebpb
Cebpb
Nr3c1
Brd4
Brd4
Brd4
Brd4
Cdk9
Cdk9
Cdk9
Cdk9
Spi1
Spi1
Spi1
Spi1
Spi1
Spi1
Spi1
Spi1
Esr1
Esr1
Esr1
Esr1
Esr1
Stat4
Stat4
Stat6
Stat6
Ebf1
Foxo1
Ctcf
Tcf3
Tcf3
Tcf3
Atrx
Tbp
Tbp
Ep300
Chd7
Ep300
Smc1a
Smc1a
Smc3
Smc3
Med12
Med12
Med1
Med1
Nipbl
Nipbl
Ctcf
Ctcf
Med1
Med12
Smc1a
Smc1a
Sin3a
Sin3a
Sin3a
Sin3a
Sin3b
Sin3b
Sin3b
Sin3b
Sin3b
Sin3b
Sin3b
Pou5f1
Rbbp5
Wdr5
Wdr5
Paxip1
Paxip1
Ash2l
Paxip1
Paxip1
Smad3
Smad3
Smad3
Smad3
Myod1
Suz12
Suz12
Ezh2
Ezh2
Ezh2
Ezh2
Smad2
Smad2
Smad2
Tbp
Nelfb
Supt5
Supt5
Aicda
Rfx1
Ep300
Ep300
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Rad51
Rad51
Dmc1
Dmc1
Dmc1
Dmc1
E2f4
Rnf2
Rnf2
Rnf2
Rnf2
Cdx2
Stat3
Brd2
Brd2
Brd2
Brd2
Brd3
Brd3
Brd3
Brd3
Rela
Bcl6
Bcl6
Rela
Rela
Myf5
Myod1
Myod1
Myod1
Myod1
Tet1
Tet1
Tet1
Tet1
Sin3a
Sin3a
Pax7
Pax3
Crebbp
Yy1
Yy1
Mapk8
Mapk8
Nfya
Nfya
Mapk8
Mapk8
Nfya
Nfya
Mapk8
Mapk8
Nfya
Nfya
Foxa2
Foxa2
Foxa2
Foxa2
Foxa2
Foxa2
Pparg
Ldb1
Tal1
Gata2
Ctcf
Rad21
Stat3
Stat5a
Arntl
Arntl
Arntl
Arntl
Arntl
Arntl
Arntl
Arntl
Arntl
Arntl
Arntl
Arntl
Rnf2
Rest
Atf7ip
Tet1
Tet1
Tet1
Tet1
Fli1
Fli1
Fli1
Ets1
Smarca4
Smarca4
Smarca4
Smarca4
Smarca4
Smarca4
Ncor2
Ncor1
Ncor2
Ncor1
Stat4
Stat5a
Stat5b
Stat5a
Stat5a
Stat5b
Stat5b
Rest
Rest
Rest
Rest
Rest
Rest
Rest
Stat3
Stat3
Stat3
Stat5b
Stat5b
Stat5b
Ctcf
Ctcf
Ctcf
Rad21
Ptf1a
Hdac1
Hdac1
Hdac2
Hdac2
Kdm1a
Kdm1a
Chd4
Chd4
Rest
Cebpb
Cebpb
Cebpb
Cebpb
Cebpd
Cebpd
Nr3c1
Stat5a
Rxra
Pparg
Dpy30
Rbp2
Jarid2
Kdm5a
Kdm5a
Kdm5a
Pparg
Tet1
Tet1
Tet1
Tet1
Sox2
Sox2
Sox2
Sox2
Sox2
Sox2
Foxa2
Foxa2
Cbx5
Cbx5
Crebbp
Crebbp
Ep300
Ep300
Ctcf
Ctcf
Ctcf
Ctcf
Ep300
Ctcf
Ep300
Ctcf
Ep300
Ctcf
Ep300
Ctcf
Ctcf
Ctcf
Ep300
Crebbp
Ets1
Taf1
Gtf2a2
Gtf2b
Gtf2e2
Gtf2f1
Ercc3
Runx1
Runx1
Runx1
Notch1
Rbpj
Notch1
Rbpj
Gata3
Gata3
Gata3
Ezh2
Tal1
Tal1
Gata2
Gata2
Gata1
Gata1
Tal1
Tal1
Ctcf
Ctcf
Ctcf
Ctcf
Ctcf
Ell2
Ell2
Ell2
Neurod1
Mafa
Tcf3
Tcf3
Olig2
Ncaph2
Ncaph2
Ncaph2
Ncaph2
Smc1a
Smc1a
Mapk8
Mapk8
Rxra
Rxra
Rxra
Rxra
Rarg
Rarg
Rarg
Rarg
Rarg
Trim28
Spi1
Spi1
Spi1
Spi1
Gata3
Gata3
Gata3
Taf3
Raf1
Tbp
Stat3
Stat3
Isl1
Tcf7
Runx1
Runx1
Gata3
Gata3
Gata2
Ets1
Gfi1
Ezh2
Ezh2
Esrrb
Rxra
Rxra
Stat5a
Stat5a
Stat5a
Stat5a
Stat5a
Stat5a
Stat5a
Stat5a
Stat5a
Stat5a
Stat5a
Bcl6
Bcl6
Bcl6
Bcl6
Bcl6
Bcl6
Bcl6
Yy1
Mbd3
Mbd3
Mbd3
Mbd3
Tcf7l1
Kdm5b
Kdm5b
Nr3c1
Nr3c1
Rela
Jun
Jun
Tnni2
Tnni2
Stag1
Stag2
Stag2
Kdm4d
Kdm4a
Ikzf3
Chd4
Ikzf1
Chd4
Aicda
Ep300
Sox6
Sox6
Hdac3
Hdac3
Hdac3
Hdac3
Hdac3
Ncor1
Ncor1
Nr1d1
Nr1d1
Gata2
Smad1
Gata1
Smad1
Nanog
Nanog
Rfx2
Rfx2
Klf4
Klf4
Klf4
Meis1
Sox3
Sox3
Sox3
Sox2
Sox2
Sox2
Sox11
Sox11
Sox11
Sox3
Rxra
Rxra
Rxra
Rxra
Rxra
Rxra
Rxra
Rxra
Rxra
Rxra
Cbx7
Cbx7
Trim33
Actb
Baz1b
Smarca5
Trim28
Trim28
Trim28
Trim28
Trim28
Trim28
Sox9
Kmt2a
Wdr5
Kmt2a
Wdr5
Wdr5
Wdr5
Satb2
Fli1
Fli1
Fli1
Fli1
Fli1
Tal1
Tal1
Tal1
Tal1
Tal1
Tal1
Tal1
Tal1
Tal1
Tal1
Tal1
Tal1
Tal1
Isl1
Sox9
Ep300
Sox9
Cebpb
Gata2
Lmo2
Tal1
Cebpb
Fli1
Lmo2
Meis1
Tal1
Cebpb
Fli1
Gata1
Gata2
Gfi1
Gfi1b
Lmo2
Runx1
Spi1
Tal1
Cebpb
Fli1
Lmo2
Runx1
Spi1
Tal1
Cebpb
Elk4
Pou5f1
Pou5f1
Pou5f1
Pou5f1
Pou5f1
Smarcc1
Smarcc1
Smarcc1
Smarcc1
Ddx21
Hexim1
Kmt2d
Kmt2d
Vdr
Vdr
Vdr
Vdr
Vdr
Vdr
Ebf1
Ebf1
Ebf1
Ebf1
Rnf2
Rnf2
Gata6
Gata6
Sox9
Sox5
Sox5
Sox6
Sox6
Ncaph2
Ncaph2
Ncaph2
Ncapd3
Ncapd3
Ncapg
Ncapg
Rad21
Rad21
Cdk9
Ascl1
Rag1
Rag1
Rag1
Rag1
Rag1
Rag1
Rag1
Rag2
Rag2
Rag2
Rag2
Rag2
Rag2
Rag1
Rag1
Rag1
Rag2
Rag2
Rag2
Rag2
Rag1
Nr5a1
Hdac3
Hdac3
Smarca4
Kat5
Runx1
Cbfb
Rnf2
Runx1
Cbfb
Rnf2
Rnf2
Runx1
Cbfb
Rnf2
Runx1
Cbfb
Rnf2
Otx2
Otx2
Otx2
Foxa1
Foxa1
Foxa1
Foxa1
Foxa1
Erg
Fli1
Gata2
Gfi1b
Lyl1
Meis1
Spi1
Runx1
Tal1
Pou3f1
Sox2
Pou3f2
Sox2
Pou3f2
E2f3
E2f3
Hells
Hells
Nr3c1
Nr3c1
Nr3c1
Nr3c1
Nr3c1
Nr3c1
Nr3c1
Sox10
Sox10
Stat1
Stat1
Stat1
Stat1
Rnf2
Rnf2
Rnf2
Rnf2
Rnf2
Rnf2
Gfi1
Irf8
Ctcf
Tbx21
Ikzf1
Ikzf1
Ikzf1
Ikzf1
Rxra
Rxra
Rxra
Shox2
Esr1
Esr1
Foxa2
Esr1
Foxa2
Nr4a1
Ezh1
Ezh1
Ezh1
Ezh2
Ezh2
Stat5a
Stat5a
Ezh1
Ezh1
Ezh2
Ezh2
Stat5a
Stat5a
Smad2
Smad2
Tcf3
Smad2
Tcf3
Trp53
Trp53
Smad2
Smad2
Smad2
Smad2
Smad1
Smad1
Smad1
Smad1
Gtf2b
Gtf2b
Gtf2b
Gtf2b
Tbp
Tbp
Tbp
Tbp
Stat5a
Stat5a
Irf4
Irf4
Irf8
Irf8
Irf8
Ncor1
Ncor2
Ncor1
Ncor2
Ctcf
Ctcfl
Atrx
Daxx
Atrx
Daxx
Cebpa
Cebpa
Cebpa
Cebpa
Cebpa
Cebpa
Cebpa
Cebpa
Ikzf1
Stat1
Stat1
Stat1
Stat1
Stat1
Stat1
Sumo2
Trim28
Hoxb4
Npas3
Olig2
Smad4
Hoxb4
Hoxb4
Nr1d1
Nr1d2
Bmi1
Bmi1
Bmi1
Bmi1
Gfi1
Gfi1
Nkx2-2
Nkx6-1
Olig2
Arntl
Clock
Pdx1
Suz12
Jarid2
Baz2a
Suz12
Jarid2
Ctcf
Ctcfl
Ctcfl
Meis1
Meis1
Egr2
Egr2
Rcor2
Kmt2a
Cbx1
Mecp2
Mecp2
Nr5a2
Brd4
Chd8
Chd8
Gata3
Gata3
Gata3
Gli2
Gli2
Gli2
Gli2
Klf4
Klf4
Klf4
Klf4
Cebpa
Cebpa
Hnf1b
Hnf1b
Tcf3
Tcf3
Tcf3
Tcf3
Tcf3
Pax5
Foxo1
Suz12
Suz12
Rbbp5
Suz12
Rbbp5
Suz12
E2f1
E2f3
E2f3
E2f1
E2f3
Tbr1
Lhx6
Smarcc1
Smarca4
Smarcc1
Smarca4
Cdx2
Cdx2
Cdx2
Hnf4a
Hnf4a
Dmc1
Rad51
Rad51
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Bcl6
Aicda
Ell
Cbfa2t2
Pou5f1
Prdm14
Prdm1
Prdm1
Spi1
Irf4
Irf4
Irf4
Hsf1
Hsf1
Hsf1
Hsf1
Hsf1
Hsf1
Grip1
Grip1
Nanog
Nanog
Nanog
Nanog
Nanog
Nanog
Rnf2
Tcf4
Tcf4
Gata3
Gata3
Neurod2
Myod1
Myod1
Neurod2
Pgr
Pgr
Pgr
Klf5
Med1
Sox4
Notch1
Cebpa
Cebpa
Cebpa
Cebpa
Cebpa
Cebpa
Stat5a
Stat5a
Stat5a
Stat5a
Stat5a
Stat5a
Stat5a
Myt1l
Myt1l
Myt1l
Myt1l
Myt1l
Myt1l
Myt1l
Myt1l
Myt1l
Myt1l
Myt1l
Myt1l
Sin3b
Sin3b
Hdac1
Hdac1
Hsf1
Rnf2
Rnf2
Rnf2
Rnf2
Rnf2
Rnf2
Rnf2
Suz12
Suz12
Suz12
Suz12
Suz12
Suz12
Suz12
Bcl6
Bcl6
Hdac3
Hdac3
Hdac3
Nr1d2
Rfx1
Rfx3
Tbx21
Tbx21
Tbx21
Tbx21
Tbx21
Tbx21
Foxp3
Foxp3
Ctcf
Ctcf
Rad21
Rad21
Tbx3
Tbx3
Gata4
Mtf2
Mtf2
Nkx2-5
Smad2
Smad2
Ahr
Ahr
Ahr
Spi1
Spi1
Spi1
Ctnnb1
Tcf4
Tcf4
Glis3
Stat5a
Stat5a
Cdc73
Cdc73
Ctr9
Ctr9
Leo1
Leo1
Paf1
Paf1
Rtf1
Rtf1
Wdr61
Wdr61
Brd4
Brd4
Yy1
Yy1
Gata1
Gata1
Gata1
Gata1
Gata1
Nr1h3
Nr1h3
Nr1h3
Ppara
Ppara
Rxra
Rxra
Rxra
Rxra
Rxra
Rxra
Sumo1
Sumo2
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Sox2
Med1
Rara
Rara
Ddit3
Ddit3
Atf4
Atf4
Rpa1
Rpa1
Rpa1
Rela
Smc1a
Smc1a
Smc1a
Smc3
Smc3
Stag1
Ebf1
Ebf1
Ebf1
Ebf1
Ebf1
Suz12
Suz12
Mta2
Chd4
Nkx3-1
Nkx3-1
Nkx3-1
Nkx3-1
Nkx3-1
Suz12
Suz12
Suz12
Suz12
Dnmt3b
Dnmt3b
Dnmt3b
Dnmt3b
Dnmt3b
Dnmt3b
Dnmt3b
Dnmt3b
Tet3
Tet3
Cux2
Cux2
Ctcf
Foxo1
Ahr
Ahr
Ahr
Ahr
Ctcf
Ctcf
Ctcf
Ctcf
E2f1
E2f1
E2f1
E2f1
E2f4
E2f4
E2f4
E2f4
Ets2
Ets2
Ets2
Ets2
Hif1a
Hif1a
Hif1a
Hif1a
Irf1
Irf1
Irf1
Irf1
Junb
Junb
Junb
Junb
Junb
Junb
Junb
Junb
Egr2
Egr2
Egr2
Egr2
Maff
Maff
Maff
Maff
Spi1
Spi1
Spi1
Spi1
Spi1
Spi1
Spi1
Spi1
Spi1
Spi1
Spi1
Spi1
Spi1
Spi1
Spi1
Spi1
Relb
Relb
Relb
Relb
Rela
Rela
Rela
Rela
Runx1
Runx1
Runx1
Stat3
Stat3
Stat3
Stat3
Atf3
Atf3
Atf3
Atf3
Atf3
Atf3
Atf3
Atf3
Atf3
Atf3
Atf4
Atf4
Rel
Rel
Rel
Rel
Cebpb
Cebpb
Cebpb
Cebpb
Cebpb
Cebpb
Cebpb
Cebpb
Cebpb
Cebpb
Tfap2a
Tfap2a
Cebpb
Egr1
Egr1
Egr1
Egr1
Irf2
Irf2
Irf2
Irf2
Irf2
Irf2
Irf2
Irf2
Irf2
Irf2
Irf4
Irf4
Irf4
Irf4
Irf4
Irf4
Irf4
Irf4
Irf4
Irf4
Nfkb1
Nfkb1
Nfkb1
Nfkb1
Nfkb1
Nfkb1
Nfkb1
Nfkb1
Nfkb1
Nfkb1
Stat1
Stat1
Stat1
Stat1
Stat1
Stat1
Stat1
Stat1
Stat1
Stat1
Stat1
Stat1
Stat1
Stat1
Stat1
Stat1
Stat1
Stat1
Stat1
Stat1
Stat1
Stat2
Stat2
Stat2
Stat2
Stat2
Stat2
Stat2
Stat2
Stat2
Rel
Rel
Relb
Relb
Taf1
Dnmt3a
Dnmt3a
Dnmt3a
Dnmt3a
Dnmt3a
Dnmt3a
Ikzf2
Ikzf2
Foxo3
Smc1a
Ctcf
Tcf7
Tcf7
Sin3a
Sin3a
Sin3a
Sin3a
Sox9
Sox9
Nrf1
Nrf1
Nrf1
Nrf1
Nrf1
Nrf1
Nr1d2
Nr1d2
Nr1d1
Jun
Pou5f1
Zfp42
Zbtb16
Zbtb16
Zbtb16
Sall4
Sall4
Sall4
Nono
Setdb1
Setdb1
Setdb1
Setdb1
Mbd1
Mbd1
Setdb1
Setdb1
Setdb1
Setdb1
Setdb1
Setdb1
Paf1
Paf1
Paf1
Paf1
Paf1
Paf1
Mef2c
Mef2c
Esr1
Esr1
Brd4
Brd4
Ctnnb1
Ctnnb1
Ctnnb1
Gata2
Stag2
Stag1
Smarca4
Prdm15
Gata1
Gata1
Tet2
Cbx7
Cbx8
Nr1d1
Nr1d1
Nkx3-2
Sox9
Nkx3-2
Smad3
Kdm6b
Nipbl
Smc1a
Smc3
Bmi1
Men1
Bmi1
Men1
Bmi1
Men1
Bmi1
Men1
Bmi1
Men1
Ezh2
Ezh2
Ezh2
Bmi1
Men1
Ezh2
Men1
Ezh2
Men1
Ezh2
Men1
Ezh2
Men1
Cebpe
Cebpe
Cebpe
Cebpe
Six2
Six2
Six2
Six2
Six2
Six2
Six2
Clock
Arntl
Stat5a
Stat5b
Stat5a
Stat5b
Stat5a
Stat5b
Stat5a
Stat5b
Ddx5
Ddx5
Nkx2-2
Nkx2-2
Kmt2a
Kmt2a
E2f1
Ets1
Ezh2
Eed
Ezh2
Eed
Yy1
Med23
Smc3
Smc3
Med1
Med1
Med12
Med12
Med23
Parp1
Parp1
Sox2
Sox2
Sox2
Sox2
Pou5f1
Pou5f1
Pou5f1
Pou5f1
Trim28
Trim28
Parp1
Parp1
Crebbp
Crebbp
Crebbp
Crebbp
Cebpa
Cebpa
Cebpa
Cebpa
Cebpa
Cebpa
Cebpa
Cebpa
Ebf2
Ebf2
Ebf2
Ebf2
Pparg
Pparg
Pparg
Pparg
Med1
Med1
Med1
Med1
Ctcf
Ctcf
Ctcf
Ctcf
Kmt2d
Kmt2d
Crebbp
Crebbp
Ep300
Ep300
Stat3
Stat3
Smarca4
Suz12
Ezh2
Rnf2
Pcgf2
Suz12
Ezh2
Rnf2
Pcgf2
Art1
Art1
Art1
Art1
Art1
Art1
Tet2
Rbpj
Rbpj
Rbpj
Rbpj
Rbpj
Rbpj
Ep300
Ep300
Ep300
Ep300
Rbpj
Rbpj
Rbpj
Rbpj
Rbpj
Rbpj
Brd4
Brd4
Med1
Med1
Med1
Med1
Med1
Usf2
Ep300
Ctcf
Mafk
Mafk
Tbp
Jun
Jund
Myb
Myc
Gata1
Max
Ctcf
Usf2
Rad21
E2f4
Tbp
E2f4
Jund
Max
Ep300
Ep300
Bhlhe40
Smc3
Nelfe
Mxi1
Chd2
Mxi1
Chd2
Smc3
Nelfe
Rad21
Myc
Rad21
Cbfa2t2
Cbfa2t2
Cbfa2t2
Cbfa2t2
Cbfa2t2
Cbfa2t2
Cbfa2t2
Sox2
Zic2
Otx2
Sox2
Pou5f1
Pou3f1
Zic2
Otx2
Sox2
Pou5f1
Pou3f1
Tcf7
Tcf7
Tcf7
Tcf7
Sox13
Ncoa3
Kat8
Kat8
Zfp57
Trim28
Zfp57
Trim28
Myog
Usf1
Usf1
Myog
Myog
Myod1
Med1
Elf5
Myog
Srf
Max
Max
Rest
Tcf3
Tcf12
Cebpb
Cebpb
Fosl1
Myod1
Myod1
Myod1
E2f4
Ctcf
Phf6
Nr3c1
Nr3c1
Nr3c1
Nr3c1
Nr0b2
Nr0b2
Tead4
Jun
Gata1
Kmt2c
Kmt2c
Kmt2c
Kmt2c
Kmt2c
Kmt2c
Kmt2c
Kmt2c
Rcor2
Kdm1a
Kdm1a
Kmt2d
Kmt2d
Kmt2d
Cebpg
Atf4
Ctcf
Ctcf
Ctcf
Ctcf
Ctcf
Ctcf
Ctcf
Ctcf
Ctcf
Ctcf
Gabpa
Gabpa
Gabpa
Gabpa
Gabpa
Gabpa
Ctcf
Ctcf
Ctcf
Ezh2
Ezh2
Runx1
Runx1
Ctcf
Ep300
Ctcf
Ep300
Ctcf
Ctcf
Ctcf
Stat2
Stat2
Stat2
Stat2
Stat1
Stat1
Stat1
Stat1
Ep300
Ep300
Ep300
Ep300
Ep300
Ep300
Hnrnpu
Ctcf
Ctcf
Ctcf
Gata1
Ctcf
Gata1
Tal1
Tal1
Tal1
Gata1
Tal1
Pax5
Gata1
Gata2
Gata2
Myod1
Myf5
Myod1
Myf5
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Dmc1
Irf3
Irf3
Stat1
Stat1
Nr3c1
Nr3c1
Zfp335
Zfp335
Rela
Rela
Brd4
Brd4
Med1
Med1
Aff4
Aff4
Rela
Rela
Brd4
Brd4
Med1
Med1
Aff4
Aff4
Srf
Srf
Srf
Srf
Srf
Srf
Srf
Srf
Elk1
Elk1
Elk1
Elk1
Elk1
Elk1
Elk1
Elk1
Pparg
Six1
Kdm6a
Kdm6a
Kdm6a
Ep300
Ep300
Ep300
Ep300
Spi1
Spi1
Spi1
Mafb
Prdm1
Prdm1
Ep300
Ep300
Brd4
Brd4
Spi1
Spi1
Tfe3
Tfe3
Tfe3
Isl1
Isl1
Suz12
Suz12
Ep300
Ep300
Asxl1
Tfe3
Tfe3
Tfe3
Tead4
Kdm5c
Kdm5c
Kdm5c
Kdm5c
Zic3
Kdm2b
Kdm2b
Rnf2
Rnf2
Rnf2
Rnf2
Rnf2
Plagl1
Plagl1
Pparg
Kmt2a
Pbx1
Pbx1
Hsf1
Hsf1
Hsf1
Hsf1
Ep300
Med12
Med12
Ep300
Ep300
Ep300
Myc
Myc
Myc
Myc
Myc
Myc
Myc
Myc
Myc
Myc
Myc
Myc
Myc
Ctcf
Ctcf
Ctcf
Ctcf
Ctcf
Ctcf
Ctcf
Runx2
Runx2
Runx2
Runx2
Runx2
Runx2
Runx2
Runx2
Ell3
Ikzf1
Ikzf1
Ikzf1
Ikzf1
Smarca4
Smarca4
Smarca4
Smarca4
Brd4
Stag1
Stag2
Kdm6b
Stag1
Stag1
Stag1
Stag1
Stag1
Stag1
Stag1
Stag1
Stag1
Stag1
Stag1
Stag1
Stag1
Rad21
Rad21
Rad21
Rad21
Rad21
Rad21
Rad21
Rad21
Rad21
Rad21
Rad21
Rad21
Rad21
Rad21
Rad21
Rad21
Rad21
Rad21
Rad21
Rad21
Rad21
